cycle_name,experiment_id,state,image_count,feature_000,feature_001,feature_002,feature_003,feature_004,feature_005,feature_006,feature_007,feature_008,feature_009,feature_010,feature_011,feature_012,feature_013,feature_014,feature_015,feature_016,feature_017,feature_018,feature_019,feature_020,feature_021,feature_022,feature_023,feature_024,feature_025,feature_026,feature_027,feature_028,feature_029,feature_030,feature_031,feature_032,feature_033,feature_034,feature_035,feature_036,feature_037,feature_038,feature_039,centroid_distance,camera_group
frost_cycle_000070,exp_20260731,optimum,80,-0.46489757,0.7065709,-0.20752835,-0.55132174,0.28442597,0.27327067,-0.30332464,-0.023324948,-0.46670693,0.33016038,-0.030701846,-0.6347594,-0.09598659,0.3764556,-0.22433083,-0.055432193,-0.2844096,-0.105166756,0.08659704,-0.501814,-0.13041827,0.27702147,-0.36730766,-0.060959153,0.2455174,0.3125491,0.32650596,0.011725536,0.16412771,0.09580837,-0.3648787,-0.64281666,-0.4530433,-0.6994022,0.0,0.0,-0.0054560425,0.0054560425,0.0,0.0,0.281332,left_pair
frost_cycle_000070,exp_20260731,fixed_time,80,-0.46489757,-0.0061250688,-0.04777763,-0.09234306,0.2983716,-0.0965411,-0.30332464,-0.023324948,-0.46670693,-0.14009914,-0.09420031,-0.23115262,0.29763907,-0.046145134,-0.22433083,-0.055432193,-0.2844096,-0.55975384,0.17759916,-0.30094296,0.16736276,-0.031703107,0.11310919,-0.060959153,-0.098813206,0.030612726,0.12297048,-0.2761312,-0.1640056,-0.16962084,0.34521955,-0.2956973,0.099861994,-0.5493165,0.0,0.0,-0.0054561137,0.0054561137,0.0,0.0,0.3049911,left_pair
frost_cycle_000071,exp_20260731,optimum,80,0.41909686,0.94332474,-0.09203289,-0.7425788,0.3441357,0.3570961,-0.30332464,-0.023324948,0.1792619,0.56755096,0.06630089,-0.78651613,-0.16108172,0.46905622,-0.22433083,-0.055432193,-0.2844096,0.4724203,-0.09935065,-0.58324265,-0.09572946,0.25726146,-0.456747,-0.060959153,0.35464728,0.37311038,0.3031935,0.22430491,0.39293805,0.2902648,-0.87816966,-0.7374588,-0.8041331,-0.6537859,0.0,0.0,-0.0054560425,0.0054560425,0.0,0.0,0.3810758,left_pair
frost_cycle_000071,exp_20260731,fixed_time,80,-0.022900362,0.37000316,-0.14420374,-0.2733963,0.06522308,0.2028038,-0.302488,-0.023324948,-0.07350852,0.19676945,0.10810137,-0.34540135,0.22549398,0.012792798,-0.22433083,-0.055432193,-0.2844096,0.090095595,0.08356362,-0.27954715,0.4321216,-0.29203248,-0.4541916,-0.060959153,0.14077714,0.047383316,-0.08804843,0.22356276,0.24289012,0.07384269,-0.31920975,-0.26974472,-0.28169823,-0.36807814,0.0,0.0,-0.0054561137,0.0054561137,0.0,0.0,0.18482304,left_pair
frost_cycle_000072,exp_20260731,optimum,80,-0.39510855,-0.29035145,-0.028708309,0.4531126,-0.31002668,-0.12926976,-0.27236944,-0.023324948,-0.35436454,-0.13670786,0.11193043,0.3644494,0.40850052,-0.45174593,-0.22433083,-0.055432193,-0.2844096,-0.02265433,0.018952101,0.1606243,0.6402156,-0.6021637,-0.23442638,-0.060959153,-0.24547021,-0.36342221,-0.47631913,0.24063706,0.09983754,-0.11572907,0.039187,0.15883137,0.15428703,0.01295612,0.0,0.0,-0.0054560425,0.0054560425,0.0,0.0,0.28979343,left_pair
frost_cycle_000072,exp_20260731,fixed_time,80,0.046888668,0.3018375,-0.15283892,-0.12550534,-0.07519501,0.17870261,-0.30332464,-0.023324948,0.17926194,0.20411725,0.13522387,-0.24660137,0.23935899,-0.05153718,-0.22433083,-0.055432193,-0.06459181,0.3360954,-0.04171601,-0.2616827,0.46208182,-0.32616028,-0.456747,-0.060959153,0.07644287,-0.0045441985,-0.15615737,0.32996008,0.337902,0.14425342,-0.23099574,-0.10707556,-0.13757977,-0.19209647,0.0,0.0,-0.0054561137,0.0054561137,0.0,0.0,0.17432752,left_pair
frost_cycle_000073,exp_20260731,optimum,80,-0.37184554,-0.4394638,0.11593087,0.6143323,-0.33286864,-0.261242,-0.29746825,-0.023324948,-0.21393652,-0.20001204,0.12979937,0.55421716,0.48323068,-0.5966569,-0.19249271,-0.055432193,-0.2569324,0.02244566,-0.024728913,0.3710508,0.6951363,-0.71928346,0.04411316,-0.060959153,-0.4082386,-0.5223199,-0.5920232,0.19325125,0.024841994,-0.15288374,0.36370307,0.22690797,0.37087592,0.05668489,0.0,0.0,-0.0054560425,0.0054560425,0.0,0.0,0.36891767,left_pair
frost_cycle_000073,exp_20260731,fixed_time,80,0.09341468,0.25558224,-0.03482485,-0.11326082,-0.038808122,0.12860769,-0.30332464,-0.023324948,0.34777546,0.2566823,0.13586202,-0.20923701,0.3378242,-0.13754763,-0.22433083,-0.055432193,0.21018049,0.40682036,-0.084790334,-0.19728765,0.5458776,-0.4195346,-0.456747,-0.060959153,0.026987055,-0.09260581,-0.21719739,0.30235547,0.30341345,0.1225857,-0.0727309,-0.11067996,-0.035771906,-0.17713211,0.0,0.0,-0.0054561137,0.0054561137,0.0,0.0,0.19975011,left_pair
frost_cycle_000075,exp_20260731,optimum,80,0.02362566,-1.1144253,-0.6072649,-0.52517456,0.2060419,0.44075465,1.0695806,-0.023324948,-0.46670693,-1.1682266,-0.4917838,-0.116185404,-1.0181282,0.8432784,0.20548356,-0.055432193,-0.2844096,-1.3300407,0.18760939,0.18586305,-1.4146788,1.2187353,0.79029244,-0.060959153,0.9135567,0.87011987,0.9630772,-1.1021591,-1.0279747,-0.5310045,0.16668628,0.6464261,0.0886306,0.7361571,0.0,0.0,-0.0054560425,0.0054560425,0.0,0.0,0.6967179,left_pair
frost_cycle_000075,exp_20260731,fixed_time,80,0.79130507,-0.90384215,-0.41081476,-0.6470459,-0.75404274,1.2086538,0.3743434,-0.023324948,-0.073508516,-0.9715315,-0.2757613,-0.32147378,-1.7253033,1.3636097,0.042313285,-0.055432193,0.3200894,-1.240866,0.27952152,0.024044435,-1.6726162,1.4807726,0.50919753,-0.060959153,1.1883495,1.1889919,1.1606491,-0.7357861,-0.571757,-0.2371935,0.02734859,0.5702235,-0.063808985,0.6380378,0.0,0.0,-0.0054561137,0.0054561137,0.0,0.0,0.73532444,left_pair
frost_cycle_000076,exp_20260731,optimum,80,0.41909677,-0.7711626,-0.3428127,-0.7334591,-0.7417802,1.2166691,0.93237364,-0.023324948,-0.35436454,-0.8907057,-0.3383025,-0.39541206,-1.6459907,1.3519644,0.25324073,-0.055432193,-0.22945519,-1.0522659,0.19640626,-0.06693956,-1.6074244,1.4511662,0.5194192,-0.060959153,1.2787516,1.283837,1.2077464,-0.6500118,-0.5427955,-0.19145465,-0.54605865,0.18958282,-0.39890736,0.43317884,0.0,0.0,-0.0054560425,0.0054560425,0.0,0.0,0.7356033,left_pair
frost_cycle_000076,exp_20260731,fixed_time,80,1.6287733,-0.8411541,-0.33381772,-0.663627,-0.90984917,1.3034445,0.49816418,-0.023324948,0.90948755,-0.9342273,-0.26267868,-0.36286193,-1.8022659,1.4280521,0.13384785,-0.055432193,1.5290874,-1.2603408,0.31379896,-0.0018174469,-1.736955,1.5404545,0.5296408,-0.060959153,1.2327269,1.2597173,1.2158945,-0.6145789,-0.44271082,-0.13135792,-0.28226382,0.5393092,-0.1990864,0.59539545,0.0,0.0,-0.0054561137,0.0054561137,0.0,0.0,0.81148934,left_pair
frost_cycle_000060,exp_20260729,optimum,234,0.07988438,-0.09514642,0.1129353,0.09268087,-0.315577,0.21484086,-0.0061616325,-0.08670974,0.07217029,-0.016281502,0.094703935,5.0308357e-05,-0.19267343,0.14086623,-0.01748817,-0.10640009,0.0740739,-0.052235123,0.069798954,-0.08561493,-0.04734067,0.08420998,-0.055190552,-0.07655259,-0.050556254,-0.032900125,-0.0019289326,0.16547886,0.16231176,0.12950397,0.18422155,0.064140186,0.11973144,0.09439781,-0.0028071608,-0.002807128,0.0027058104,0.007574766,-0.0028071608,-0.0017774696,0.083640456,all
frost_cycle_000060,exp_20260729,fixed_time,234,0.12753932,0.07853994,0.10592609,-0.15129866,-0.3164765,0.34036627,-0.012314725,-0.07169069,0.116298266,0.057421327,0.113141246,-0.19925027,-0.22525866,0.29107106,-0.011052364,-0.07905963,0.09166552,0.09807385,0.039896224,-0.18210791,-0.09516864,0.19762294,-0.016619654,-0.019642854,0.04383375,0.068645455,0.05169192,0.26669532,0.2524144,0.19199127,-0.1280446,-0.026496109,-0.019046234,0.03476651,-0.0028071164,-0.0028071236,0.002705838,0.007574777,-0.002807125,-0.0017774905,0.03673406,all
frost_cycle_000061,exp_20260729,optimum,137,0.13364758,0.33655414,0.090169616,-0.4451807,-0.2326765,0.38640106,0.040336274,-0.016285611,0.13370815,0.33043182,0.05504004,-0.36375836,-0.30888468,0.47085795,0.032681122,0.04283051,0.10819419,0.34031972,-0.036312632,-0.23684192,-0.24850984,0.42914087,0.01183766,0.07491639,0.14320152,0.17161284,0.10169706,0.31703004,0.29176214,0.20166908,-0.5465965,-0.40623435,-0.15310675,0.0052146353,0.00044906227,0.00044909012,-0.013655474,0.010861403,0.00044904836,0.0014816896,0.1856182,all
frost_cycle_000061,exp_20260729,fixed_time,137,0.14382212,0.21775177,0.08166128,-0.21324505,-0.30029446,0.34120116,-0.0019313769,-0.01740095,0.13006425,0.18174677,0.088303156,-0.24015933,-0.235372,0.30879742,0.047730394,0.049748775,0.10652489,0.25590622,-0.0067107137,-0.19349034,-0.12876183,0.23326331,0.05320432,0.10669449,0.05362524,0.0810422,0.05868298,0.3109719,0.29154995,0.22177474,-0.2718976,-0.08566701,-0.064301096,0.0433386,0.00044907272,-0.019087888,0.0059780586,0.0108614005,0.00044907443,0.0014816427,0.0799481,all
frost_cycle_000063,exp_20260730,optimum,240,-0.004442533,-0.18596874,-0.033381768,-0.108487815,0.23459326,-0.07984074,-0.1070184,-0.12001285,-0.006061411,-0.11748918,-0.0003668656,-0.16191348,0.26149362,-0.089424305,-0.19621338,-0.2096863,-0.0033168474,-0.1807117,0.039052885,-0.22187799,0.18104228,-0.022992177,-0.1540248,-0.26823992,0.029683381,0.019426318,0.064754695,-0.1480949,-0.08308962,-0.035231955,0.51947075,0.1453378,0.19330972,-0.009773566,-0.0028071562,-0.0028071245,0.0027058444,0.007574765,-0.0028071562,-0.0017774741,0.17887048,all
frost_cycle_000063,exp_20260730,fixed_time,240,0.08858835,0.054450627,0.0041405917,-0.25598857,-0.11320588,0.2895517,-0.08321666,-0.058255177,0.08754209,0.02560271,0.0648311,-0.29273605,-0.112776,0.3174207,-0.20099422,-0.10305848,0.04966313,0.03202207,0.036353692,-0.26119414,-0.07977554,0.28346258,-0.14965194,-0.09964482,0.112305835,0.124204,0.11283148,0.10421757,0.12640786,0.11290186,0.11653362,0.07677873,0.046693303,-0.037990067,-0.0028071026,-0.0028071126,0.0027058322,0.007574779,-0.0028071166,-0.001777496,0.07703391,all
frost_cycle_000064,exp_20260730,optimum,240,0.04751784,-0.18310325,0.024062272,0.07525876,-0.09542796,0.07998447,-0.018528175,-0.101549216,0.047692187,-0.12603948,0.009250814,0.014800549,0.011450815,-0.007840172,0.006450669,-0.13860108,0.054046407,-0.19384271,0.043046255,-0.076656915,0.071212195,-0.020871611,-0.032653473,-0.11565067,0.0047938577,0.0018632074,0.017563796,0.016720215,0.022200298,0.0081443945,0.17386751,0.060398377,0.053477462,0.016615285,-0.0028071562,-0.0028071245,0.0027058444,0.007574765,-0.0028071562,-0.0017774741,0.0957532,all
frost_cycle_000064,exp_20260730,fixed_time,240,0.123539716,-0.015950285,0.050259147,-0.1117215,-0.28795585,0.3455737,-0.019506237,-0.08817899,0.12662569,-0.04317696,0.06512007,-0.15853074,-0.18487126,0.26449147,0.011306232,-0.10700766,0.1062641,-0.026774285,0.035041045,-0.14837055,-0.0747808,0.17223899,0.02001524,-0.06549897,0.07713099,0.08653434,0.06946886,0.18286987,0.17441788,0.13948993,-0.023434615,0.036863986,-0.025141494,-0.014511706,-0.0028071285,-0.0028071285,0.0027058362,0.007574781,-0.0028071254,-0.00177749,0.03118993,all
frost_cycle_000065,exp_20260730,optimum,240,0.098026276,0.14299962,0.052365217,-0.22594404,-0.23215064,0.3139752,0.03422686,-0.024511294,0.09575297,0.101926774,0.052612934,-0.21037652,-0.23361348,0.32568932,0.061878905,0.0025820334,0.07548614,0.107818395,0.0013749282,-0.15080494,-0.10525099,0.21172898,0.007868418,0.02840201,0.10237978,0.115084365,0.06608187,0.21329917,0.18870153,0.12652507,-0.30706602,-0.20496383,-0.10941294,-0.04533807,-0.0028071562,-0.0028071245,0.0027058444,0.007574765,-0.0028071562,-0.0017774741,0.08471935,all
frost_cycle_000065,exp_20260730,fixed_time,240,0.13463704,0.08945443,0.07729415,-0.19086476,-0.3048967,0.3677381,-0.0009865463,-0.051888403,0.12377923,0.017618231,0.088441916,-0.21788412,-0.23433354,0.32460064,0.057620905,-0.014201971,0.10264318,0.08390122,0.019936582,-0.16431302,-0.092894964,0.19265804,0.01564238,0.030536193,0.089530416,0.10657881,0.06373133,0.252119,0.22959451,0.16840625,-0.24655558,-0.044961344,-0.10115628,-0.04436403,-0.0028071285,-0.0028071285,0.0027058444,0.007574781,-0.0028071324,-0.00177749,0.041372918,all
frost_cycle_000066,exp_20260730,optimum,240,0.032686852,-0.17742847,0.042715993,0.17071368,-0.124300495,0.032558344,-0.019115066,-0.08244889,0.024701834,-0.10510381,0.016722066,0.10378747,-0.011008342,-0.062544964,0.029458603,-0.058630224,0.02812813,-0.14172907,0.025445927,-0.0077620824,0.12325363,-0.13942586,-0.014481799,-0.05802959,-0.04031467,-0.05062097,-0.040332716,0.03540443,0.02900079,-0.01037767,0.12701224,0.0334824,0.059118558,0.028204544,-0.0028071562,-0.0028071245,0.0027058444,0.007574765,-0.0028071562,-0.0017774741,0.11463732,all
frost_cycle_000066,exp_20260730,fixed_time,240,0.12177658,0.05315834,0.0749087,-0.1244925,-0.3340084,0.36518064,0.00044808784,-0.060165208,0.11075139,0.013343086,0.081734255,-0.15583834,-0.22320952,0.2757927,0.04208308,-0.019138442,0.09139921,0.06133233,0.017348321,-0.11093963,-0.0548236,0.11221754,0.013213,0.018798562,0.073547274,0.07458374,0.027861895,0.23943356,0.21398662,0.14489159,-0.18211818,-0.05912703,-0.07031482,-0.030848276,-0.0028071224,-0.0028071285,0.0027058374,0.007574781,-0.0028071254,-0.00177749,0.03922566,all
frost_cycle_000067,exp_20260730,optimum,240,0.057578053,-0.16928154,0.06244426,0.1536243,-0.17157547,0.07441495,-0.009855239,-0.08117554,0.052071285,-0.088317536,0.034223758,0.08554478,-0.038110804,-0.040421978,0.04185896,-0.056655634,0.054904,-0.10356713,0.02581569,0.0032384554,0.11190089,-0.14332993,-0.036637623,-0.06443192,-0.044759784,-0.057146274,-0.05375288,0.06859113,0.059039626,0.01952947,0.123162076,0.028609278,0.0673864,0.033608343,-0.0028071562,-0.0028071245,0.0027058444,0.007574765,-0.0028071562,-0.0017774741,0.10795403,all
frost_cycle_000067,exp_20260730,fixed_time,240,0.12561396,0.05085473,0.077036254,-0.1480697,-0.31597802,0.36158603,-0.0036601622,-0.049978375,0.114911556,0.021767652,0.08505713,-0.17361504,-0.21420845,0.27676475,0.03259604,0.004556627,0.09406725,0.08530812,0.009953217,-0.11595483,-0.035498913,0.08691136,0.037312355,0.03907265,0.073664516,0.07554342,0.026486993,0.2375694,0.21608715,0.15169862,-0.1589387,-0.050987046,-0.05536335,-0.023444021,-0.0028071254,-0.0028071254,0.0027058432,0.007574781,-0.0028071294,-0.00177749,0.04173691,all
frost_cycle_000068,exp_20260730,optimum,96,0.14075613,0.34599912,0.054030728,-0.44303027,-0.24970274,0.42437807,0.036346335,-0.010186052,0.14266415,0.32656094,0.038382474,-0.36155593,-0.319589,0.4855722,0.05989929,0.06428795,0.10483471,0.32782114,-0.04171997,-0.21096897,-0.24242686,0.41790697,-0.04965907,0.077486746,0.1557167,0.17552672,0.11185229,0.29854438,0.27280512,0.20294543,-0.54038554,-0.38876188,-0.17309415,-0.061674025,-0.0028070759,-0.0028071005,0.0027058173,0.0075747743,-0.0028070856,-0.0017774949,0.18559116,all
frost_cycle_000068,exp_20260730,fixed_time,96,0.16305448,0.08613944,0.088146836,-0.17400052,-0.3470961,0.39308503,-0.008648743,-0.07385375,0.15196978,0.029814998,0.10076326,-0.21248211,-0.24028663,0.31712264,0.03823599,-0.059123874,0.12293947,0.1241149,-3.014505e-05,-0.13528346,-0.08377788,0.15038043,0.092702,0.005460354,0.07913227,0.09476598,0.04984231,0.28269222,0.25884116,0.1947006,-0.23633198,-0.04674533,-0.08864594,-0.035745647,-0.0028071057,-0.0028071057,0.0027058322,0.0075747767,-0.0028071105,-0.00177749,0.050078303,all
frost_cycle_000070,exp_20260731,optimum,240,0.039324522,0.20103955,0.003452913,-0.29499736,-0.1698083,0.32630768,0.0035780747,0.034699682,0.030066269,0.13958584,0.036576595,-0.27803144,-0.19932261,0.3625739,-0.012523413,0.08748936,0.004592069,0.10324596,0.0066438993,-0.20121314,-0.13747698,0.30007592,-0.004278469,0.11376674,0.1330763,0.15744352,0.13150385,0.16844018,0.15864867,0.119079985,-0.22851554,-0.15440635,-0.098457426,-0.12094733,-0.0028071562,-0.0028071245,0.0027058444,0.007574765,-0.0028071562,-0.0017774741,0.09735821,all
frost_cycle_000070,exp_20260731,fixed_time,240,-0.02974851,-0.033817388,-0.026182469,-0.11208989,0.09135997,0.028807433,-0.08086909,-0.050615046,-0.041532222,-0.050972823,-0.008230237,-0.13909721,0.08869837,0.05072675,-0.10074537,-0.060604814,-0.03571473,-0.10116371,0.004702717,-0.15023753,0.049390126,0.084917195,-0.045772098,-0.053761348,0.046518724,0.07919729,0.10758091,-0.045685865,-0.017170675,-0.004217132,0.1116003,-0.00075883867,0.022129495,-0.10510487,-0.0028071206,-0.0028071215,0.0027058362,0.007574781,-0.0028071264,-0.00177749,0.13537335,all
frost_cycle_000071,exp_20260731,optimum,240,0.11513896,0.29700506,0.029843194,-0.36660904,-0.23696055,0.39322713,0.020076243,-0.014324458,0.10889031,0.20974866,0.05465618,-0.33068836,-0.2662407,0.4271932,0.044996437,0.06083243,0.072341695,0.27113512,-0.024951585,-0.20234795,-0.16178551,0.30569324,-0.0013631979,0.108431436,0.14087074,0.16333294,0.09760393,0.27148736,0.24915782,0.18082497,-0.43160126,-0.21856636,-0.15548293,-0.08663675,-0.0028071562,-0.0028071245,0.0027058444,0.007574765,-0.0028071562,-0.0017774741,0.1446194,all
frost_cycle_000071,exp_20260731,fixed_time,240,0.10362676,0.08029612,0.05225776,-0.16818808,-0.28649428,0.35551924,-0.0022907516,-0.042974923,0.088198945,0.02849472,0.074180484,-0.18726683,-0.18603829,0.2615495,0.060235452,-0.00531632,0.066624366,0.07217713,0.018087808,-0.13001202,-0.0031311403,0.056563605,0.04022761,0.04227382,0.09158823,0.08989692,0.035517048,0.21643879,0.19327441,0.13301587,-0.16029553,-0.026267437,-0.07240189,-0.055144463,-0.0028071234,-0.0028071234,0.0027058383,0.007574782,-0.0028071294,-0.001777491,0.044027824,all
frost_cycle_000072,exp_20260731,optimum,240,0.073135056,-0.1352329,0.044736106,0.10810722,-0.16070674,0.096238375,-0.0130505245,-0.08945235,0.068383485,-0.09762228,0.046338752,0.036339585,0.003654035,-0.057853397,0.060907714,-0.06751587,0.06767257,-0.13616015,0.04153026,-0.04371042,0.16405143,-0.19255202,0.04702986,-0.06549897,-0.023211082,-0.04689436,-0.052373745,0.07029297,0.052848957,0.01450688,0.073876,0.053587094,0.02176981,0.023341613,-0.0028071562,-0.0028071245,0.0027058444,0.007574765,-0.0028071562,-0.0017774741,0.107835084,all
frost_cycle_000072,exp_20260731,fixed_time,240,0.16129135,0.05265267,0.06549589,-0.1004241,-0.33798122,0.35550502,-0.0062685707,-0.07735548,0.1618775,0.00428981,0.08850384,-0.14522412,-0.17507562,0.20715575,0.056500386,-0.058630224,0.1304672,0.070008166,0.018660946,-0.11923119,0.0019726832,0.027044402,0.0825958,-0.016414322,0.054682948,0.041803475,0.00582911,0.237757,0.21114007,0.15595978,-0.1056049,0.029806558,-0.042577125,-0.0072272,-0.0028071215,-0.0028071215,0.0027058444,0.0075747767,-0.0028071324,-0.00177749,0.05503814,all
frost_cycle_000073,exp_20260731,optimum,240,0.05436295,-0.1678769,0.046390884,0.18518333,-0.13623217,0.027642393,-0.018984636,-0.091999054,0.050100677,-0.11409421,0.026071439,0.12329003,0.063259594,-0.1638933,0.044996437,-0.10009659,0.050234906,-0.13246703,0.020380298,0.034738984,0.20949498,-0.2934678,0.049556408,-0.09644363,-0.06295318,-0.09344795,-0.08757293,0.04260411,0.025261585,-0.0049993116,0.13832574,0.048301425,0.0660514,0.022544255,-0.0028071562,-0.0028071245,0.0027058444,0.007574765,-0.0028071562,-0.0017774741,0.14434768,all
frost_cycle_000073,exp_20260731,fixed_time,240,0.14718634,0.040347952,0.08047476,-0.10441504,-0.3332112,0.34842947,-0.0067902505,-0.07735548,0.14151464,0.010891165,0.08765762,-0.13366064,-0.15384562,0.18078186,0.03999145,-0.06060481,0.114458844,0.08970466,0.008806984,-0.09662619,0.029770982,-0.016883293,0.055192526,-0.026017841,0.04937533,0.025326781,-0.009839535,0.23469947,0.20451187,0.14804125,-0.08916794,0.005078414,-0.027607238,-0.013496252,-0.0028071215,-0.0028071215,0.0027058444,0.0075747767,-0.0028071324,-0.00177749,0.0622158,all
frost_cycle_000075,exp_20260731,optimum,240,-0.1685169,-0.15855004,-0.08831142,-0.2259031,0.2536069,-0.003288301,0.06044146,-0.12001285,-0.16031566,-0.14458609,-0.07803068,-0.05477009,-0.058968373,0.20219208,0.0059277373,-0.2096863,-0.11003915,-0.24824253,0.095902644,-0.087053366,-0.33269778,0.49954814,0.014379135,-0.27144107,0.22050622,0.19785723,0.20531675,-0.2981839,-0.27796558,-0.1686794,0.19309276,0.15837115,0.051910322,0.100836374,-0.0028071562,-0.0028071245,0.0027058444,0.007574765,-0.0028071562,-0.0017774741,0.17466734,all
frost_cycle_000075,exp_20260731,fixed_time,240,-0.08129403,-0.029996749,0.018195359,-0.26667202,-0.30473727,0.52253366,-0.009985554,-0.12001285,-0.069230124,-0.09265557,0.015813943,-0.13764745,-0.5019687,0.6386251,0.05104722,-0.2096863,-0.06010839,-0.18458067,0.12335692,-0.11284321,-0.54308814,0.73709196,0.081332564,-0.26930696,0.27365354,0.29511684,0.25288373,-0.057766087,-0.0733012,-0.029475098,0.10961045,0.13196614,-0.0008782864,0.089724526,-0.0028071026,-0.0028071045,0.0027058204,0.007574782,-0.0028071175,-0.001777496,0.1722324,all
frost_cycle_000076,exp_20260731,optimum,240,-0.082020044,0.06276613,0.007149259,-0.3252261,-0.2504468,0.47635785,0.048377562,-0.12001285,-0.09999339,-0.040913645,0.012780062,-0.18367697,-0.45470396,0.6159578,0.067033224,-0.2096863,-0.06344341,-0.092956826,0.104129694,-0.1509697,-0.5180163,0.73396033,0.034299947,-0.26610577,0.28060272,0.3156029,0.25810415,-0.028831612,-0.06239088,-0.01969858,-0.12903422,0.017332649,-0.072421424,0.056937378,-0.0028071562,-0.0028071245,0.0027058444,0.007574765,-0.0028071562,-0.0017774741,0.18099362,all
frost_cycle_000076,exp_20260731,fixed_time,240,-0.038356718,0.00011887352,0.03629035,-0.2666925,-0.40064245,0.59530675,0.009903564,-0.12001285,-0.044816572,-0.09227834,0.042768247,-0.1603084,-0.5758642,0.71045023,0.06509103,-0.2096863,-0.027901124,-0.1712738,0.12977217,-0.1208785,-0.5944099,0.7984897,0.06704784,-0.2607705,0.27318108,0.3065118,0.2564016,0.012533023,-0.021969378,0.011529865,-0.028836919,0.13497782,-0.04130311,0.085369706,-0.0028070977,-0.0028071066,0.0027058125,0.0075747836,-0.0028071254,-0.001777492,0.1804823,all
