model,split,accuracy,balanced_accuracy,macro_f1,macro_auroc,image_count,cycle_count
color_rbf_svm,validation,0.75,0.7916666666666666,0.7450826121164438,0.763888888888889,36,2
color_rbf_svm,test,0.825,0.8333333333333333,0.8222222222222222,0.9053819444444444,120,6
