experiment_id,evaluable,balanced_accuracy,macro_f1,auroc,balanced_misclassification_regret,image_count,cycle_count,model,camera_group,modality,regret_threshold
exp_20260728,True,0.9652777777777778,0.9572619132416839,0.9673032407407408,0.00039383945755213875,120,6,logistic,front,rgb,0.01
exp_20260729,True,0.9375,0.9238095238095239,0.9259259259259258,0.0014014032742416832,120,6,logistic,front,rgb,0.01
exp_20260730,True,0.8888888888888888,0.8660714285714286,0.9079861111111112,0.0027711139859976355,120,6,logistic,front,rgb,0.01
exp_20260731,True,0.9285714285714286,0.8901098901098901,0.9156746031746033,0.0010618415258161421,120,7,logistic,front,rgb,0.01
exp_20260715,True,1.0,1.0,1.0,0.0,24,1,random_forest,front,rgb,0.01
exp_20260717,True,0.9166666666666667,0.916083916083916,1.0,0.003923238076982359,24,1,random_forest,front,rgb,0.01
exp_20260720,True,1.0,1.0,1.0,0.0,24,1,random_forest,front,rgb,0.01
exp_20260721,True,1.0,1.0,1.0,0.0,36,2,random_forest,front,rgb,0.01
exp_20260723,True,0.9791666666666667,0.9693617021276595,0.9953703703703703,0.00021601479288111091,108,6,random_forest,front,rgb,0.01
exp_20260724,True,1.0,1.0,1.0,0.0,95,4,random_forest,front,rgb,0.01
exp_20260727,True,0.9333333333333333,0.9142857142857144,0.9356481481481481,0.000788254753615264,96,5,random_forest,front,rgb,0.01
exp_20260728,True,0.9652777777777778,0.9572619132416839,0.9696180555555555,0.00039383945755213875,120,6,random_forest,front,rgb,0.01
exp_20260729,True,0.9375,0.9238095238095239,0.9578993055555556,0.0014014032742416832,120,6,random_forest,front,rgb,0.01
exp_20260730,True,0.8888888888888888,0.8660714285714286,0.91796875,0.0027711139859976355,120,6,random_forest,front,rgb,0.01
exp_20260731,True,0.9007936507936507,0.8703303488731089,0.9260912698412699,0.0014435336763923311,120,7,random_forest,front,rgb,0.01
exp_20260715,True,1.0,1.0,1.0,0.0,24,1,rbf_svm,front,rgb,0.01
exp_20260717,True,1.0,1.0,1.0,0.0,24,1,rbf_svm,front,rgb,0.01
exp_20260720,True,1.0,1.0,1.0,0.0,24,1,rbf_svm,front,rgb,0.01
exp_20260721,True,1.0,1.0,1.0,0.0,36,2,rbf_svm,front,rgb,0.01
exp_20260723,True,0.9791666666666667,0.9693617021276595,0.9953703703703705,0.00021601479288111091,108,6,rbf_svm,front,rgb,0.01
exp_20260724,True,1.0,1.0,1.0,0.0,95,4,rbf_svm,front,rgb,0.01
exp_20260727,True,0.925,0.9039039039039038,0.9541666666666667,0.0008730975026837629,96,5,rbf_svm,front,rgb,0.01
exp_20260728,True,0.9652777777777778,0.9572619132416839,0.9565972222222222,0.00039383945755213875,120,6,rbf_svm,front,rgb,0.01
exp_20260729,True,0.9375,0.9238095238095239,0.9253472222222222,0.0014014032742416832,120,6,rbf_svm,front,rgb,0.01
exp_20260730,True,0.8888888888888888,0.8660714285714286,0.8544560185185185,0.0027711139859976355,120,6,rbf_svm,front,rgb,0.01
exp_20260731,True,0.9226190476190477,0.8815939278937381,0.9523809523809524,0.0011891863657352197,120,7,rbf_svm,front,rgb,0.01
exp_20260715,True,1.0,1.0,1.0,0.0,24,1,hist_gradient_boosting,front,rgb,0.01
exp_20260717,True,1.0,1.0,1.0,0.0,24,1,hist_gradient_boosting,front,rgb,0.01
exp_20260720,True,1.0,1.0,1.0,0.0,24,1,hist_gradient_boosting,front,rgb,0.01
exp_20260721,True,1.0,1.0,1.0,0.0,36,2,hist_gradient_boosting,front,rgb,0.01
exp_20260723,True,0.9791666666666667,0.9693617021276595,0.9949845679012346,0.00021601479288111091,108,6,hist_gradient_boosting,front,rgb,0.01
exp_20260724,True,0.9680851063829787,0.9683649683649684,1.0,0.0008828437448553641,95,4,hist_gradient_boosting,front,rgb,0.01
exp_20260727,True,0.8861111111111111,0.8796581196581197,0.9194444444444445,0.0013326918379760629,96,5,hist_gradient_boosting,front,rgb,0.01
exp_20260728,True,0.9513888888888888,0.9482609945386605,0.9803240740740741,0.0009190997758886099,120,6,hist_gradient_boosting,front,rgb,0.01
exp_20260729,True,0.9340277777777777,0.9234639642831833,0.9655671296296297,0.0013052250261837337,120,6,hist_gradient_boosting,front,rgb,0.01
exp_20260730,True,0.875,0.8571328524406472,0.9334490740740741,0.0030262571198155287,120,6,hist_gradient_boosting,front,rgb,0.01
exp_20260731,True,0.8928571428571428,0.8687499999999999,0.9315476190476191,0.0020678295112429496,120,7,hist_gradient_boosting,front,rgb,0.01
exp_20260715,True,1.0,1.0,1.0,0.0,24,1,mlp,front,rgb,0.01
exp_20260717,True,1.0,1.0,1.0,0.0,24,1,mlp,front,rgb,0.01
exp_20260720,True,1.0,1.0,1.0,0.0,24,1,mlp,front,rgb,0.01
exp_20260721,True,1.0,1.0,1.0,0.0,36,2,mlp,front,rgb,0.01
exp_20260723,True,0.9444444444444444,0.9205882352941177,1.0,0.0012385775685171169,108,6,mlp,front,rgb,0.01
exp_20260724,True,1.0,1.0,1.0,0.0,95,4,mlp,front,rgb,0.01
exp_20260727,True,0.9333333333333333,0.9142857142857144,0.962037037037037,0.000788254753615264,96,5,mlp,front,rgb,0.01
exp_20260728,True,0.9548611111111112,0.9485714285714286,0.9684606481481481,0.0004989653551730573,120,6,mlp,front,rgb,0.01
exp_20260729,True,0.9305555555555556,0.9155167558434244,0.9418402777777777,0.0015251326206994994,120,6,mlp,front,rgb,0.01
exp_20260730,True,0.8888888888888888,0.8660714285714286,0.9111689814814815,0.0027711139859976355,120,6,mlp,front,rgb,0.01
exp_20260731,True,0.9226190476190477,0.8815939278937381,0.8958333333333334,0.0012217480063032536,120,7,mlp,front,rgb,0.01
exp_20260717,True,0.625,0.5636363636363637,1.0,0.019278744673123977,24,1,logistic,extreme,rgb,0.01
exp_20260720,True,0.5,0.3333333333333333,0.951388888888889,0.030933115435805875,24,1,logistic,extreme,rgb,0.01
exp_20260721,True,1.0,1.0,1.0,0.0,36,2,logistic,extreme,rgb,0.01
exp_20260723,True,0.9583333333333333,0.939799331103679,1.0,0.0006290736559977797,108,6,logistic,extreme,rgb,0.01
exp_20260724,True,1.0,1.0,1.0,0.0,84,4,logistic,extreme,rgb,0.01
exp_20260727,True,0.925,0.9039039039039038,0.9657407407407407,0.0008730975026837629,96,5,logistic,extreme,rgb,0.01
exp_20260728,True,0.9652777777777778,0.9572619132416839,0.9508101851851852,0.00039383945755213875,120,6,logistic,extreme,rgb,0.01
exp_20260729,True,0.9444444444444444,0.9321266968325792,0.9539930555555556,0.0013012106282449855,120,6,logistic,extreme,rgb,0.01
exp_20260730,True,0.84375,0.8310335116868488,0.9337384259259259,0.0031707246334771364,120,6,logistic,extreme,rgb,0.01
exp_20260731,True,0.9107142857142857,0.894829097283085,0.9434523809523809,0.0013744949030403744,120,7,logistic,extreme,rgb,0.01
exp_20260717,True,0.6666666666666666,0.625,0.8715277777777779,0.014576720631561383,24,1,random_forest,extreme,rgb,0.01
exp_20260720,True,0.8333333333333333,0.8285714285714285,0.954861111111111,0.004548233148068445,24,1,random_forest,extreme,rgb,0.01
exp_20260721,True,1.0,1.0,1.0,0.0,36,2,random_forest,extreme,rgb,0.01
exp_20260723,True,0.9583333333333333,0.9583333333333333,0.9934413580246914,0.0005299166016045145,108,6,random_forest,extreme,rgb,0.01
exp_20260724,True,1.0,1.0,1.0,0.0,84,4,random_forest,extreme,rgb,0.01
exp_20260727,True,0.9333333333333333,0.9142857142857144,0.936574074074074,0.000788254753615264,96,5,random_forest,extreme,rgb,0.01
exp_20260728,True,0.9652777777777778,0.9572619132416839,0.9448784722222223,0.00039383945755213875,120,6,random_forest,extreme,rgb,0.01
exp_20260729,True,0.9444444444444444,0.9321266968325792,0.962962962962963,0.001217176503066063,120,6,random_forest,extreme,rgb,0.01
exp_20260730,True,0.8402777777777778,0.8366645175155814,0.9464699074074074,0.0028786967086487643,120,6,random_forest,extreme,rgb,0.01
exp_20260731,True,0.9305555555555556,0.9139510795952513,0.9664351851851851,0.0010426743241409963,120,7,random_forest,extreme,rgb,0.01
exp_20260717,True,0.2916666666666667,0.2804232804232804,0.20138888888888887,0.041622389368963605,24,1,rbf_svm,extreme,rgb,0.01
exp_20260720,True,0.5,0.3333333333333333,0.1736111111111111,0.030933115435805875,24,1,rbf_svm,extreme,rgb,0.01
exp_20260721,True,0.9791666666666667,0.9693617021276595,1.0,0.00022101937024184728,36,2,rbf_svm,extreme,rgb,0.01
exp_20260723,True,0.9722222222222222,0.9593984962406015,0.9988425925925927,0.00035425125295918103,108,6,rbf_svm,extreme,rgb,0.01
exp_20260724,True,1.0,1.0,1.0,0.0,84,4,rbf_svm,extreme,rgb,0.01
exp_20260727,True,0.925,0.9039039039039038,0.950462962962963,0.0008730975026837629,96,5,rbf_svm,extreme,rgb,0.01
exp_20260728,True,0.9652777777777778,0.9572619132416839,0.9525462962962963,0.00039383945755213875,120,6,rbf_svm,extreme,rgb,0.01
exp_20260729,True,0.9375,0.9238095238095239,0.9490740740740741,0.0014014032742416832,120,6,rbf_svm,extreme,rgb,0.01
exp_20260730,True,0.8680555555555556,0.848951048951049,0.9401041666666667,0.0029891267157608203,120,6,rbf_svm,extreme,rgb,0.01
exp_20260731,True,0.8988095238095237,0.8773488481798883,0.9692460317460319,0.0015557910305469469,120,7,rbf_svm,extreme,rgb,0.01
exp_20260717,True,0.6666666666666666,0.625,1.0,0.014576720631561383,24,1,hist_gradient_boosting,extreme,rgb,0.01
exp_20260720,True,0.75,0.7333333333333334,1.0,0.015237643052655627,24,1,hist_gradient_boosting,extreme,rgb,0.01
exp_20260721,True,0.9791666666666667,0.9693617021276595,0.9965277777777778,0.00022101937024184728,36,2,hist_gradient_boosting,extreme,rgb,0.01
exp_20260723,True,0.9791666666666667,0.9693617021276595,0.9988425925925927,0.00021601479288111091,108,6,hist_gradient_boosting,extreme,rgb,0.01
exp_20260724,True,1.0,1.0,1.0,0.0,84,4,hist_gradient_boosting,extreme,rgb,0.01
exp_20260727,True,0.9333333333333333,0.9142857142857144,0.9481481481481482,0.000788254753615264,96,5,hist_gradient_boosting,extreme,rgb,0.01
exp_20260728,True,0.9340277777777778,0.9310146593848807,0.9456018518518519,0.0009042492203637408,120,6,hist_gradient_boosting,extreme,rgb,0.01
exp_20260729,True,0.9236111111111112,0.9147485080988917,0.9563078703703703,0.0015818472810310374,120,6,hist_gradient_boosting,extreme,rgb,0.01
exp_20260730,True,0.8229166666666667,0.819471308833011,0.9401041666666666,0.004152824241544035,120,6,hist_gradient_boosting,extreme,rgb,0.01
exp_20260731,True,0.8194444444444444,0.8271039918637173,0.9305555555555556,0.0035342036100281544,120,7,hist_gradient_boosting,extreme,rgb,0.01
exp_20260717,True,0.5,0.3333333333333333,1.0,0.039759992458746195,24,1,mlp,extreme,rgb,0.01
exp_20260720,True,0.9583333333333333,0.9582608695652174,1.0,0.00043294883634766414,24,1,mlp,extreme,rgb,0.01
exp_20260721,True,0.9583333333333333,0.939799331103679,1.0,0.0005832983643605157,36,2,mlp,extreme,rgb,0.01
exp_20260723,True,0.9236111111111112,0.8923815563003895,1.0,0.002078080322445593,108,6,mlp,extreme,rgb,0.01
exp_20260724,True,0.9895833333333333,0.98788752703677,1.0,0.0003244866227973203,84,4,mlp,extreme,rgb,0.01
exp_20260727,True,0.875,0.8423645320197044,0.9810185185185185,0.0018483762756395137,96,5,mlp,extreme,rgb,0.01
exp_20260728,True,0.9652777777777778,0.9572619132416839,0.9522569444444444,0.00039383945755213875,120,6,mlp,extreme,rgb,0.01
exp_20260729,True,0.9340277777777777,0.9234639642831833,0.9655671296296295,0.0015725937374875324,120,6,mlp,extreme,rgb,0.01
exp_20260730,True,0.8125,0.8044079087236907,0.9369212962962963,0.004307608164215092,120,6,mlp,extreme,rgb,0.01
exp_20260731,True,0.9206349206349207,0.8888545847483791,0.9388227513227514,0.0012779333177778038,120,7,mlp,extreme,rgb,0.01
exp_20260715,True,0.9791666666666667,0.9791576204950065,1.0,0.00021002751810771168,48,1,logistic,top_pair,rgb,0.01
exp_20260717,True,0.625,0.6190476190476191,0.7586805555555556,0.01528374469578569,48,1,logistic,top_pair,rgb,0.01
exp_20260720,True,0.9791666666666667,0.9791576204950065,1.0,0.0028519818087219665,48,1,logistic,top_pair,rgb,0.01
exp_20260721,True,1.0,1.0,1.0,0.0,72,2,logistic,top_pair,rgb,0.01
exp_20260723,True,0.9548611111111112,0.9349623624782861,0.9943094135802469,0.001079829462366151,216,6,logistic,top_pair,rgb,0.01
exp_20260724,True,0.9114583333333333,0.9110505518463006,0.9862196180555556,0.001521768302781821,192,4,logistic,top_pair,rgb,0.01
exp_20260727,True,0.9291666666666667,0.9090883770158482,0.9493055555555556,0.0008306761281495135,192,5,logistic,top_pair,rgb,0.01
exp_20260728,True,0.9652777777777778,0.9572619132416839,0.9610821759259259,0.00039383945755213875,240,6,logistic,top_pair,rgb,0.01
exp_20260729,True,0.9375,0.9238095238095239,0.9274450231481481,0.0014014032742416832,240,6,logistic,top_pair,rgb,0.01
exp_20260730,True,0.8802083333333334,0.8577008928571428,0.9081307870370371,0.0029499402277715276,240,6,logistic,top_pair,rgb,0.01
exp_20260731,True,0.9226190476190477,0.8815939278937381,0.9290674603174603,0.0011813265277048155,240,7,logistic,top_pair,rgb,0.01
exp_20260715,True,0.9166666666666667,0.916083916083916,1.0,0.002988227397681264,48,1,random_forest,top_pair,rgb,0.01
exp_20260717,True,0.9375,0.9372549019607843,1.0,0.003619574591204077,48,1,random_forest,top_pair,rgb,0.01
exp_20260720,True,1.0,1.0,1.0,0.0,48,1,random_forest,top_pair,rgb,0.01
exp_20260721,True,1.0,1.0,1.0,0.0,72,2,random_forest,top_pair,rgb,0.01
exp_20260723,True,0.9513888888888888,0.9345988121579132,0.982445987654321,0.0009890392562148123,216,6,random_forest,top_pair,rgb,0.01
exp_20260724,True,0.9479166666666666,0.9478657543173672,0.9932725694444444,0.0009201480896171346,192,4,random_forest,top_pair,rgb,0.01
exp_20260727,True,0.9333333333333333,0.9142857142857144,0.969212962962963,0.000788254753615264,192,5,random_forest,top_pair,rgb,0.01
exp_20260728,True,0.9652777777777778,0.9572619132416839,0.9615885416666667,0.00039383945755213875,240,6,random_forest,top_pair,rgb,0.01
exp_20260729,True,0.9149305555555556,0.9062233589087809,0.9463975694444444,0.0016971904730722772,240,6,random_forest,top_pair,rgb,0.01
exp_20260730,True,0.8732638888888888,0.8532469120704416,0.9117476851851852,0.002960288327506223,240,6,random_forest,top_pair,rgb,0.01
exp_20260731,True,0.9047619047619048,0.886039886039886,0.9546957671957672,0.0015303403540066988,240,7,random_forest,top_pair,rgb,0.01
exp_20260715,True,1.0,1.0,1.0,0.0,48,1,rbf_svm,top_pair,rgb,0.01
exp_20260717,True,0.9583333333333333,0.9582608695652174,1.0,0.0005718048505988555,48,1,rbf_svm,top_pair,rgb,0.01
exp_20260720,True,1.0,1.0,1.0,0.0,48,1,rbf_svm,top_pair,rgb,0.01
exp_20260721,True,1.0,1.0,1.0,0.0,72,2,rbf_svm,top_pair,rgb,0.01
exp_20260723,True,0.9375,0.919732441471572,0.9822530864197531,0.001217185375534478,216,6,rbf_svm,top_pair,rgb,0.01
exp_20260724,True,0.9270833333333333,0.926884996191927,0.9906684027777778,0.0014225460023825427,192,4,rbf_svm,top_pair,rgb,0.01
exp_20260727,True,0.9208333333333334,0.8987313660716765,0.9314814814814816,0.0009333966773458331,192,5,rbf_svm,top_pair,rgb,0.01
exp_20260728,True,0.9652777777777778,0.9572619132416839,0.9589120370370371,0.00039383945755213875,240,6,rbf_svm,top_pair,rgb,0.01
exp_20260729,True,0.9340277777777778,0.919660318187424,0.9119646990740741,0.0014632679474705914,240,6,rbf_svm,top_pair,rgb,0.01
exp_20260730,True,0.8819444444444444,0.8578496272036792,0.8510561342592593,0.0030190336602429323,240,6,rbf_svm,top_pair,rgb,0.01
exp_20260731,True,0.9196428571428572,0.8773633111905978,0.9270833333333333,0.0012615131342862576,240,7,rbf_svm,top_pair,rgb,0.01
exp_20260715,True,0.9583333333333333,0.9582608695652174,1.0,0.002736764638827917,48,1,hist_gradient_boosting,top_pair,rgb,0.01
exp_20260717,True,0.9166666666666667,0.916083916083916,0.9722222222222222,0.004489482056628067,48,1,hist_gradient_boosting,top_pair,rgb,0.01
exp_20260720,True,0.9583333333333333,0.9582608695652174,1.0,0.0006980757097921891,48,1,hist_gradient_boosting,top_pair,rgb,0.01
exp_20260721,True,1.0,1.0,1.0,0.0,72,2,hist_gradient_boosting,top_pair,rgb,0.01
exp_20260723,True,0.9479166666666667,0.9253576612067178,0.9824459876543209,0.0012128017443704606,216,6,hist_gradient_boosting,top_pair,rgb,0.01
exp_20260724,True,0.9375,0.9373913043478261,0.994900173611111,0.0010473050121679022,192,4,hist_gradient_boosting,top_pair,rgb,0.01
exp_20260727,True,0.9347222222222222,0.9191896517859648,0.94375,0.0007580601517992964,192,5,hist_gradient_boosting,top_pair,rgb,0.01
exp_20260728,True,0.9322916666666667,0.9307908586259102,0.9632523148148149,0.0013053551430378064,240,6,hist_gradient_boosting,top_pair,rgb,0.01
exp_20260729,True,0.9097222222222222,0.9018335082072166,0.9639756944444444,0.001727817205123971,240,6,hist_gradient_boosting,top_pair,rgb,0.01
exp_20260730,True,0.8472222222222222,0.8384239245978314,0.929542824074074,0.0035559084811003453,240,6,hist_gradient_boosting,top_pair,rgb,0.01
exp_20260731,True,0.8948412698412698,0.8765432098765432,0.9455191798941799,0.001692248630321835,240,7,hist_gradient_boosting,top_pair,rgb,0.01
exp_20260715,True,1.0,1.0,1.0,0.0,48,1,mlp,top_pair,rgb,0.01
exp_20260717,True,0.9166666666666667,0.9165217391304348,0.9895833333333333,0.0038362193577170744,48,1,mlp,top_pair,rgb,0.01
exp_20260720,True,1.0,1.0,1.0,0.0,48,1,mlp,top_pair,rgb,0.01
exp_20260721,True,1.0,1.0,1.0,0.0,72,2,mlp,top_pair,rgb,0.01
exp_20260723,True,0.9305555555555556,0.9017109574080815,0.9632523148148149,0.002085384503484125,216,6,mlp,top_pair,rgb,0.01
exp_20260724,True,0.96875,0.9687194525904204,0.9879557291666666,0.0004983349300843597,192,4,mlp,top_pair,rgb,0.01
exp_20260727,True,0.925,0.9039039039039038,0.9599537037037037,0.0008730975026837629,192,5,mlp,top_pair,rgb,0.01
exp_20260728,True,0.9652777777777778,0.9572619132416839,0.961154513888889,0.00039383945755213875,240,6,mlp,top_pair,rgb,0.01
exp_20260729,True,0.9340277777777778,0.919660318187424,0.9371383101851851,0.0014632679474705914,240,6,mlp,top_pair,rgb,0.01
exp_20260730,True,0.8854166666666667,0.8619607843137256,0.9067563657407408,0.0028950738231202835,240,6,mlp,top_pair,rgb,0.01
exp_20260731,True,0.9226190476190477,0.8815939278937381,0.949404761904762,0.0011978407143267188,240,7,mlp,top_pair,rgb,0.01
exp_20260715,True,0.9583333333333333,0.9582608695652174,1.0,0.0004217722526858483,48,1,logistic,left_pair,rgb,0.01
exp_20260717,True,0.9791666666666667,0.9791576204950065,1.0,0.0016579555527128972,48,1,logistic,left_pair,rgb,0.01
exp_20260720,True,1.0,1.0,1.0,0.0,48,1,logistic,left_pair,rgb,0.01
exp_20260721,True,1.0,1.0,1.0,0.0,72,2,logistic,left_pair,rgb,0.01
exp_20260723,True,0.9513888888888888,0.9301487572761711,0.9869791666666666,0.001101038668839209,216,6,logistic,left_pair,rgb,0.01
exp_20260724,True,0.984375,0.9843711843711844,0.995876736111111,0.00018892720088941825,192,4,logistic,left_pair,rgb,0.01
exp_20260727,True,0.9291666666666667,0.9090883770158482,0.9579861111111111,0.0008306761281495135,192,5,logistic,left_pair,rgb,0.01
exp_20260728,True,0.9184027777777778,0.9176761567763716,0.9539207175925927,0.0009201378070305484,240,6,logistic,left_pair,rgb,0.01
exp_20260729,True,0.9357638888888888,0.9236425339366516,0.9448784722222222,0.0014038707462070536,240,6,logistic,left_pair,rgb,0.01
exp_20260730,True,0.8836805555555556,0.8618066339795153,0.9178240740740741,0.0028252539531757235,240,6,logistic,left_pair,rgb,0.01
exp_20260731,True,0.8328313253012047,0.8380952380952381,0.9379183400267738,0.004217503061909217,238,7,logistic,left_pair,rgb,0.01
exp_20260715,True,0.9583333333333333,0.9582608695652174,1.0,0.0004217722526858483,48,1,random_forest,left_pair,rgb,0.01
exp_20260717,True,0.9791666666666667,0.9791576204950065,1.0,0.001751413320938099,48,1,random_forest,left_pair,rgb,0.01
exp_20260720,True,1.0,1.0,1.0,0.0,48,1,random_forest,left_pair,rgb,0.01
exp_20260721,True,1.0,1.0,1.0,0.0,72,2,random_forest,left_pair,rgb,0.01
exp_20260723,True,0.96875,0.9544592030360531,0.9886188271604939,0.00038887729624263945,216,6,random_forest,left_pair,rgb,0.01
exp_20260724,True,0.9427083333333333,0.9427067791552506,0.9818793402777778,0.0010419609554533171,192,4,random_forest,left_pair,rgb,0.01
exp_20260727,True,0.9333333333333333,0.9142857142857144,0.9444444444444444,0.000788254753615264,192,5,random_forest,left_pair,rgb,0.01
exp_20260728,True,0.9131944444444444,0.9131944444444444,0.9556568287037036,0.0011044730406795152,240,6,random_forest,left_pair,rgb,0.01
exp_20260729,True,0.9357638888888888,0.9236425339366516,0.9358362268518519,0.0014038707462070536,240,6,random_forest,left_pair,rgb,0.01
exp_20260730,True,0.8888888888888888,0.8660714285714286,0.8978587962962963,0.0027711139859976355,240,6,random_forest,left_pair,rgb,0.01
exp_20260731,True,0.7879016064257028,0.7867694551515783,0.9357848058902276,0.006770179880401144,238,7,random_forest,left_pair,rgb,0.01
exp_20260715,True,0.9583333333333333,0.9582608695652174,0.9965277777777777,0.0004217722526858483,48,1,rbf_svm,left_pair,rgb,0.01
exp_20260717,True,1.0,1.0,1.0,0.0,48,1,rbf_svm,left_pair,rgb,0.01
exp_20260720,True,1.0,1.0,1.0,0.0,48,1,rbf_svm,left_pair,rgb,0.01
exp_20260721,True,1.0,1.0,1.0,0.0,72,2,rbf_svm,left_pair,rgb,0.01
exp_20260723,True,0.90625,0.9148181011535049,0.9790702160493827,0.0031674603042782523,216,6,rbf_svm,left_pair,rgb,0.01
exp_20260724,True,0.9114583333333333,0.9113404862148581,0.9742838541666666,0.0016352574841028208,192,4,rbf_svm,left_pair,rgb,0.01
exp_20260727,True,0.9333333333333333,0.9142857142857144,0.9280092592592593,0.000788254753615264,192,5,rbf_svm,left_pair,rgb,0.01
exp_20260728,True,0.9444444444444444,0.9398237696110037,0.9625289351851852,0.0006308170286517947,240,6,rbf_svm,left_pair,rgb,0.01
exp_20260729,True,0.9375,0.9238095238095239,0.9343894675925926,0.0014014032742416832,240,6,rbf_svm,left_pair,rgb,0.01
exp_20260730,True,0.8854166666666667,0.8619607843137256,0.8824508101851852,0.0028950738231202835,240,6,rbf_svm,left_pair,rgb,0.01
exp_20260731,True,0.8624497991967872,0.8539877300613496,0.9447791164658634,0.0037567489420391757,238,7,rbf_svm,left_pair,rgb,0.01
exp_20260715,True,0.9583333333333333,0.9582608695652174,0.9999999999999999,0.0004217722526858483,48,1,hist_gradient_boosting,left_pair,rgb,0.01
exp_20260717,True,0.9791666666666667,0.9791576204950065,1.0,0.00021020571755308041,48,1,hist_gradient_boosting,left_pair,rgb,0.01
exp_20260720,True,1.0,1.0,1.0,0.0,48,1,hist_gradient_boosting,left_pair,rgb,0.01
exp_20260721,True,0.9791666666666667,0.9842070629524018,1.0,0.0022279021208958644,72,2,hist_gradient_boosting,left_pair,rgb,0.01
exp_20260723,True,0.9791666666666667,0.9693617021276595,0.9943094135802469,0.00025344039311406106,216,6,hist_gradient_boosting,left_pair,rgb,0.01
exp_20260724,True,0.9427083333333334,0.9426943426943426,0.9809027777777777,0.001044760160473395,192,4,hist_gradient_boosting,left_pair,rgb,0.01
exp_20260727,True,0.9263888888888889,0.9087631027253669,0.9133101851851853,0.0009020752099958556,192,5,hist_gradient_boosting,left_pair,rgb,0.01
exp_20260728,True,0.9392361111111112,0.9354271672257,0.9496527777777778,0.0008638178124388827,240,6,hist_gradient_boosting,left_pair,rgb,0.01
exp_20260729,True,0.9340277777777777,0.9234639642831833,0.9432870370370371,0.001560784564111271,240,6,hist_gradient_boosting,left_pair,rgb,0.01
exp_20260730,True,0.8663194444444444,0.8487289025842146,0.9154369212962963,0.002979179000388352,240,6,hist_gradient_boosting,left_pair,rgb,0.01
exp_20260731,True,0.8193607764390897,0.7982056590752243,0.8875083668005354,0.004016974927450349,238,7,hist_gradient_boosting,left_pair,rgb,0.01
exp_20260715,True,0.9583333333333333,0.9582608695652174,1.0,0.0004217722526858483,48,1,mlp,left_pair,rgb,0.01
exp_20260717,True,0.7083333333333334,0.6812144212523719,1.0,0.01212084001244105,48,1,mlp,left_pair,rgb,0.01
exp_20260720,True,1.0,1.0,1.0,0.0,48,1,mlp,left_pair,rgb,0.01
exp_20260721,True,1.0,1.0,1.0,0.0,72,2,mlp,left_pair,rgb,0.01
exp_20260723,True,0.9444444444444444,0.9205882352941177,0.9985532407407408,0.0018239630010978515,216,6,mlp,left_pair,rgb,0.01
exp_20260724,True,0.9739583333333333,0.9739406607128316,0.9983723958333334,0.00043052297637795274,192,4,mlp,left_pair,rgb,0.01
exp_20260727,True,0.9333333333333333,0.9142857142857144,0.951388888888889,0.000788254753615264,192,5,mlp,left_pair,rgb,0.01
exp_20260728,True,0.9340277777777778,0.9310146593848807,0.9591290509259259,0.0007571702844212361,240,6,mlp,left_pair,rgb,0.01
exp_20260729,True,0.9270833333333333,0.9151583710407241,0.9303385416666666,0.0015317212934575597,240,6,mlp,left_pair,rgb,0.01
exp_20260730,True,0.8836805555555556,0.8618066339795153,0.9131221064814815,0.0028259803906488796,240,6,mlp,left_pair,rgb,0.01
exp_20260731,True,0.8447958500669344,0.7985441002200779,0.8716532797858099,0.0030279213477119723,238,7,mlp,left_pair,rgb,0.01
exp_20260715,True,0.975,0.9749982637683172,0.9988888888888889,0.000252719908317424,120,1,logistic,all,rgb,0.01
exp_20260717,True,0.7986111111111112,0.7983680169957993,0.8078703703703703,0.009445173222038545,144,1,logistic,all,rgb,0.01
exp_20260720,True,0.9930555555555556,0.9930552206414276,0.9998070987654322,7.215813939127735e-05,144,1,logistic,all,rgb,0.01
exp_20260721,True,1.0,1.0,1.0,0.0,216,2,logistic,all,rgb,0.01
exp_20260723,True,0.9826388888888888,0.974387554248583,0.9981995884773663,0.000274737767267325,648,6,logistic,all,rgb,0.01
exp_20260724,True,0.9695012626262627,0.9697664648149377,0.9963762626262627,0.0005290563730227539,563,4,logistic,all,rgb,0.01
exp_20260727,True,0.9291666666666667,0.9090883770158482,0.9563786008230453,0.0008306761281495135,576,5,logistic,all,rgb,0.01
exp_20260728,True,0.9375,0.9339581256231306,0.9612268518518519,0.0007363796777238888,720,6,logistic,all,rgb,0.01
exp_20260729,True,0.9311342592592593,0.9193698906267498,0.9318335262345678,0.001465096042858527,720,6,logistic,all,rgb,0.01
exp_20260730,True,0.880787037037037,0.857752709748898,0.9092962319958848,0.002972945074218003,720,6,logistic,all,rgb,0.01
exp_20260731,True,0.9073981850376274,0.8652751863213266,0.9261564851704294,0.0016565195199138042,718,7,logistic,all,rgb,0.01
exp_20260715,True,0.9833333333333334,0.9833287024173382,0.9894444444444446,0.00016870890107433933,120,1,random_forest,all,rgb,0.01
exp_20260717,True,0.9236111111111112,0.9236074270557029,0.9558256172839505,0.0036349670489559363,144,1,random_forest,all,rgb,0.01
exp_20260720,True,0.9722222222222222,0.9722007722007722,0.9998070987654321,0.0007580388580114075,144,1,random_forest,all,rgb,0.01
exp_20260721,True,0.9965277777777778,0.9948095638591854,0.9999035493827161,3.6836561706974544e-05,216,2,random_forest,all,rgb,0.01
