camera_group,representation,model,training_experiment_count,metric,estimate,lower,upper,held_out_experiment_count
extreme,handcrafted,mlp,4,balanced_misclassification_regret,0.008635963540225498,0.0029689249968384455,0.016819518988731397,10
extreme,handcrafted,mlp,4,fit_predict_seconds,0.05339151533456364,0.05031747761970715,0.05676682010387594,10
extreme,handcrafted,mlp,4,training_cycle_count,13.7,12.466666666666667,15.233333333333334,10
extreme,handcrafted,mlp,4,training_image_count,266.8,244.0,294.4,10
extreme,handcrafted,mlp,6,balanced_accuracy,0.8650661375661375,0.7671854332010583,0.9359696593915344,10
extreme,handcrafted,mlp,6,macro_f1,0.8298236342640128,0.6997698016907584,0.919719490732678,10
extreme,handcrafted,mlp,6,auroc,0.9604744451793064,0.9264059055335097,0.9852572337962963,10
extreme,handcrafted,mlp,6,balanced_misclassification_regret,0.007015970102314357,0.0012240066869311313,0.015655872371924433,10
extreme,handcrafted,mlp,6,fit_predict_seconds,0.06534274726291188,0.06085280207890415,0.06954317432823397,10
extreme,handcrafted,mlp,6,training_cycle_count,22.8,21.6,23.866666666666664,10
extreme,handcrafted,mlp,6,training_image_count,441.6,420.39,460.4,10
extreme,handcrafted,mlp,8,balanced_accuracy,0.8515939153439154,0.750364417989418,0.931668402777778,10
extreme,handcrafted,mlp,8,macro_f1,0.8158575217864674,0.6861882791580722,0.9141736264944041,10
extreme,handcrafted,mlp,8,auroc,0.9777612433862434,0.9624187059082893,0.9925347222222222,10
extreme,handcrafted,mlp,8,balanced_misclassification_regret,0.007386005072084321,0.0013015810444082217,0.015714165708463804,10
extreme,handcrafted,mlp,8,fit_predict_seconds,0.07023077360063326,0.06338740064119824,0.0775677152925588,10
extreme,handcrafted,mlp,8,training_cycle_count,30.96666666666666,29.46666666666667,32.60000000000001,10
extreme,handcrafted,mlp,8,training_image_count,598.8,569.6,631.2,10
extreme,handcrafted,mlp,10,balanced_accuracy,0.8837301587301587,0.7871527777777778,0.9486123511904764,10
extreme,handcrafted,mlp,10,macro_f1,0.852801552035603,0.7248465901896316,0.9358559009477365,10
extreme,handcrafted,mlp,10,auroc,0.977458664021164,0.9617683531746032,0.9927604166666667,10
extreme,handcrafted,mlp,10,balanced_misclassification_regret,0.005257915755736938,0.0009000178967951461,0.013201536568970594,10
extreme,handcrafted,mlp,10,fit_predict_seconds,0.06912564570084215,0.06234181955755048,0.07699631490067986,10
extreme,handcrafted,mlp,10,training_cycle_count,39.6,38.4,41.0,10
extreme,handcrafted,mlp,10,training_image_count,766.8,744.0,792.0,10
extreme,handcrafted,random_forest,2,balanced_accuracy,0.824725529100529,0.7259323743386243,0.9055153769841271,10
extreme,handcrafted,random_forest,2,macro_f1,0.7952376807488326,0.6589574530799843,0.9019110726461499,10
extreme,handcrafted,random_forest,2,auroc,0.9738502627131099,0.9590951381999558,0.9879918981481481,10
extreme,handcrafted,random_forest,2,balanced_misclassification_regret,0.005997683638762,0.0018181075779948725,0.011623619427598271,10
extreme,handcrafted,random_forest,2,fit_predict_seconds,0.17421868880143543,0.1718235924794135,0.17642043628084744,10
extreme,handcrafted,random_forest,2,training_cycle_count,8.466666666666667,7.666666666666667,9.333333333333332,10
extreme,handcrafted,random_forest,2,training_image_count,161.6,146.8,177.6,10
extreme,handcrafted,random_forest,4,balanced_accuracy,0.8648445767195767,0.7874301421957671,0.9257414847883597,10
extreme,handcrafted,random_forest,4,macro_f1,0.8474231269168062,0.7525074039906076,0.9212839344345979,10
extreme,handcrafted,random_forest,4,auroc,0.9640237819664904,0.9444393566743825,0.9817350604883158,10
extreme,handcrafted,random_forest,4,balanced_misclassification_regret,0.004237894869276003,0.001258839066516511,0.008154753367536882,10
extreme,handcrafted,random_forest,4,fit_predict_seconds,0.18273652493468642,0.1778599524305173,0.1876437776341966,10
extreme,handcrafted,random_forest,4,training_cycle_count,13.7,12.466666666666667,15.233333333333334,10
extreme,handcrafted,random_forest,4,training_image_count,266.8,244.0,294.4,10
extreme,handcrafted,random_forest,6,balanced_accuracy,0.881987433862434,0.8033068783068783,0.9437439649470901,10
extreme,handcrafted,random_forest,6,macro_f1,0.8659481767802305,0.7739817499554756,0.9379605431396094,10
extreme,handcrafted,random_forest,6,auroc,0.9735929232804231,0.9606394400352734,0.9865369405864197,10
extreme,handcrafted,random_forest,6,balanced_misclassification_regret,0.0037832082932439904,0.000993588133484964,0.007435303016914417,10
extreme,handcrafted,random_forest,6,fit_predict_seconds,0.19088959576523243,0.18391295999067855,0.19883101263425487,10
extreme,handcrafted,random_forest,6,training_cycle_count,22.8,21.6,23.866666666666664,10
extreme,handcrafted,random_forest,6,training_image_count,441.6,420.39,460.4,10
extreme,handcrafted,random_forest,8,balanced_accuracy,0.8690112433862434,0.7601569113756615,0.9508570601851853,10
extreme,handcrafted,random_forest,8,macro_f1,0.8426509292356468,0.6978196304406651,0.9447122414144309,10
extreme,handcrafted,random_forest,8,auroc,0.9725685717960024,0.9601574315200617,0.9851279693011463,10
extreme,handcrafted,random_forest,8,balanced_misclassification_regret,0.005338216914109317,0.0007715125088093921,0.012576505343725515,10
extreme,handcrafted,random_forest,8,fit_predict_seconds,0.20717487789709899,0.19940933238559713,0.2166300942108743,10
extreme,handcrafted,random_forest,8,training_cycle_count,30.96666666666666,29.46666666666667,32.60000000000001,10
extreme,handcrafted,random_forest,8,training_image_count,598.8,569.6,631.2,10
extreme,handcrafted,random_forest,10,balanced_accuracy,0.9072222222222223,0.8395833333333333,0.9586111111111111,10
extreme,handcrafted,random_forest,10,macro_f1,0.8966194683375572,0.8229693891948157,0.9522128617277319,10
extreme,handcrafted,random_forest,10,auroc,0.9577150848765432,0.9337287567515433,0.9779517264660493,10
extreme,handcrafted,random_forest,10,balanced_misclassification_regret,0.0025975512128257566,0.0006674675488969826,0.005605035682806096,10
extreme,handcrafted,random_forest,10,fit_predict_seconds,0.20069958749518263,0.19376218303164933,0.2083170363136014,10
extreme,handcrafted,random_forest,10,training_cycle_count,39.6,38.4,41.0,10
extreme,handcrafted,random_forest,10,training_image_count,766.8,744.0,792.0,10
extreme,handcrafted,rbf_svm,2,balanced_accuracy,0.7813921957671959,0.6731890707671957,0.8724306382275132,10
extreme,handcrafted,rbf_svm,2,macro_f1,0.7468954508373755,0.5917526397996474,0.867128078374156,10
extreme,handcrafted,rbf_svm,2,auroc,0.8743100565843621,0.7572893036265432,0.9622082851080246,10
extreme,handcrafted,rbf_svm,2,balanced_misclassification_regret,0.007875059528809746,0.002743476902051665,0.014821977169827137,10
extreme,handcrafted,rbf_svm,2,fit_predict_seconds,0.005830006931015911,0.005562323665071745,0.006145936814840145,10
extreme,handcrafted,rbf_svm,2,training_cycle_count,8.466666666666667,7.666666666666667,9.333333333333332,10
extreme,handcrafted,rbf_svm,2,training_image_count,161.6,146.8,177.6,10
extreme,handcrafted,rbf_svm,4,balanced_accuracy,0.8255820105820106,0.6927567791005291,0.9279431216931215,10
extreme,handcrafted,rbf_svm,4,macro_f1,0.7965259204600361,0.6314744695050694,0.9186816279411251,10
extreme,handcrafted,rbf_svm,4,auroc,0.8810951278659612,0.7418578800154322,0.97205042300485,10
extreme,handcrafted,rbf_svm,4,balanced_misclassification_regret,0.007495467732040873,0.0012157562393592266,0.016366797547199673,10
extreme,handcrafted,rbf_svm,4,fit_predict_seconds,0.006441619436373003,0.006216243421998419,0.006695957256864251,10
extreme,handcrafted,rbf_svm,4,training_cycle_count,13.7,12.466666666666667,15.233333333333334,10
extreme,handcrafted,rbf_svm,4,training_image_count,266.8,244.0,294.4,10
extreme,handcrafted,rbf_svm,6,balanced_accuracy,0.8414880952380953,0.6989872685185186,0.9508812830687828,10
extreme,handcrafted,rbf_svm,6,macro_f1,0.8089265588587564,0.6318679292193421,0.940541508759637,10
extreme,handcrafted,rbf_svm,6,auroc,0.8538932980599647,0.6930417286706347,0.9734440104166666,10
extreme,handcrafted,rbf_svm,6,balanced_misclassification_regret,0.007274532863130123,0.0008191507546641355,0.016486997478971564,10
extreme,handcrafted,rbf_svm,6,fit_predict_seconds,0.007905005531695982,0.00741095483584407,0.0085903227183735,10
extreme,handcrafted,rbf_svm,6,training_cycle_count,22.8,21.6,23.866666666666664,10
extreme,handcrafted,rbf_svm,6,training_image_count,441.6,420.39,460.4,10
extreme,handcrafted,rbf_svm,8,balanced_accuracy,0.8378075396825396,0.6890911871693121,0.9525136408730159,10
extreme,handcrafted,rbf_svm,8,macro_f1,0.8086601758969578,0.6300433724126883,0.9403629391661489,10
extreme,handcrafted,rbf_svm,8,auroc,0.8312614822163432,0.6349119543650794,0.9739908050411521,10
extreme,handcrafted,rbf_svm,8,balanced_misclassification_regret,0.007853401586695643,0.0007897016382138983,0.017582430576776904,10
extreme,handcrafted,rbf_svm,8,fit_predict_seconds,0.009140158263229144,0.008658499251275013,0.009666721122412125,10
extreme,handcrafted,rbf_svm,8,training_cycle_count,30.96666666666666,29.46666666666667,32.60000000000001,10
extreme,handcrafted,rbf_svm,8,training_image_count,598.8,569.6,631.2,10
extreme,handcrafted,rbf_svm,10,balanced_accuracy,0.8337698412698412,0.6779747023809524,0.9530753968253969,10
extreme,handcrafted,rbf_svm,10,macro_f1,0.8053792050210923,0.6228079208876018,0.941233214696385,10
extreme,handcrafted,rbf_svm,10,auroc,0.8135276124338626,0.5802562003968255,0.9747833994708994,10
extreme,handcrafted,rbf_svm,10,balanced_misclassification_regret,0.008034403340875585,0.0007634140847681117,0.01795507629971309,10
extreme,handcrafted,rbf_svm,10,fit_predict_seconds,0.01089417080511339,0.009580627088362235,0.013172524668407275,10
extreme,handcrafted,rbf_svm,10,training_cycle_count,39.6,38.4,41.0,10
extreme,handcrafted,rbf_svm,10,training_image_count,766.8,744.0,792.0,10
front,handcrafted,hist_gradient_boosting,2,balanced_accuracy,0.9061485549517464,0.8638270512239927,0.9472703222703222,11
front,handcrafted,hist_gradient_boosting,2,macro_f1,0.9005291747107974,0.8537720668904026,0.9451239420306837,11
front,handcrafted,hist_gradient_boosting,2,auroc,0.9512568394032637,0.9246048522282732,0.9768136736379756,11
front,handcrafted,hist_gradient_boosting,2,balanced_misclassification_regret,0.002151232206071708,0.0011515020055798994,0.0032779607295684394,11
front,handcrafted,hist_gradient_boosting,2,fit_predict_seconds,0.8019744241813015,0.6096036026415249,1.0020353899646686,11
front,handcrafted,hist_gradient_boosting,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
front,handcrafted,hist_gradient_boosting,2,training_image_count,164.12121212121212,149.9083333333333,179.78787878787878,11
front,handcrafted,hist_gradient_boosting,4,balanced_accuracy,0.9085793983400365,0.8774465030881253,0.9409663056604545,11
front,handcrafted,hist_gradient_boosting,4,macro_f1,0.9065482312821836,0.8740023220220198,0.9400929040551165,11
front,handcrafted,hist_gradient_boosting,4,auroc,0.9627351362465132,0.9425762419165198,0.9822791249771154,11
front,handcrafted,hist_gradient_boosting,4,balanced_misclassification_regret,0.0019822200741655147,0.0011522399328682703,0.0028772078461093624,11
front,handcrafted,hist_gradient_boosting,4,fit_predict_seconds,1.9071461970302293,1.6071521473155097,2.222844973673548,11
front,handcrafted,hist_gradient_boosting,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
front,handcrafted,hist_gradient_boosting,4,training_image_count,286.87878787878793,266.1515151515151,310.36590909090904,11
front,handcrafted,hist_gradient_boosting,6,balanced_accuracy,0.9206604418040587,0.8845799944736114,0.9553929220651295,11
front,handcrafted,hist_gradient_boosting,6,macro_f1,0.9189067223458366,0.8828842823859112,0.9544130124563812,11
front,handcrafted,hist_gradient_boosting,6,auroc,0.9673627359446656,0.9484377755731921,0.9856524172228591,11
front,handcrafted,hist_gradient_boosting,6,balanced_misclassification_regret,0.0018064400365530935,0.00097625901872025,0.0028552252554661143,11
front,handcrafted,hist_gradient_boosting,6,fit_predict_seconds,3.270991300574899,2.675157772272602,3.8295488681595917,11
front,handcrafted,hist_gradient_boosting,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
front,handcrafted,hist_gradient_boosting,6,training_image_count,467.060606060606,445.2121212121212,487.0310606060606,11
front,handcrafted,hist_gradient_boosting,8,balanced_accuracy,0.947162289050587,0.9160438462000963,0.9777509133892113,11
front,handcrafted,hist_gradient_boosting,8,macro_f1,0.9421552110257019,0.9072319149106411,0.9758020556060037,11
front,handcrafted,hist_gradient_boosting,8,auroc,0.9702177195232751,0.9489736401715568,0.9903315563037787,11
front,handcrafted,hist_gradient_boosting,8,balanced_misclassification_regret,0.0009526030261791063,0.0004202247489153425,0.0015276840356687007,11
front,handcrafted,hist_gradient_boosting,8,fit_predict_seconds,3.99143350381443,3.34858567286651,4.6886585572335395,11
front,handcrafted,hist_gradient_boosting,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
front,handcrafted,hist_gradient_boosting,8,training_image_count,627.969696969697,602.8462121212121,656.364393939394,11
front,handcrafted,hist_gradient_boosting,10,balanced_accuracy,0.9533306085167788,0.9252848872463234,0.9798430735930735,11
front,handcrafted,hist_gradient_boosting,10,macro_f1,0.9468175092193853,0.9153665885969308,0.9767381275889448,11
front,handcrafted,hist_gradient_boosting,10,auroc,0.9750288099246432,0.9563643691378066,0.9919926572270322,11
front,handcrafted,hist_gradient_boosting,10,balanced_misclassification_regret,0.0008863601644403054,0.0003617990969778114,0.0014616490525978091,11
front,handcrafted,hist_gradient_boosting,10,fit_predict_seconds,4.718078746267235,3.7562537480731075,5.656014077615491,11
front,handcrafted,hist_gradient_boosting,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
front,handcrafted,hist_gradient_boosting,10,training_image_count,806.3636363636364,783.3431818181818,830.3636363636364,11
front,handcrafted,logistic,2,balanced_accuracy,0.9114844621493556,0.8751599678394891,0.9469744206246866,11
front,handcrafted,logistic,2,macro_f1,0.9075854045647886,0.8721174087520966,0.9422905013261776,11
front,handcrafted,logistic,2,auroc,0.9544970364599503,0.9309312157852163,0.9771834302316904,11
front,handcrafted,logistic,2,balanced_misclassification_regret,0.002602094131961077,0.0014312163479845996,0.003847859741062299,11
front,handcrafted,logistic,2,fit_predict_seconds,0.0125789041225234,0.011215589996197995,0.01439917493145472,11
front,handcrafted,logistic,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
front,handcrafted,logistic,2,training_image_count,164.12121212121212,149.9083333333333,179.78787878787878,11
front,handcrafted,logistic,4,balanced_accuracy,0.9419077425726363,0.9059130741943241,0.9729415929814866,11
front,handcrafted,logistic,4,macro_f1,0.9361760287126244,0.90181548949068,0.9688278239015674,11
front,handcrafted,logistic,4,auroc,0.9615565606958928,0.9394492624446082,0.9817255220646178,11
front,handcrafted,logistic,4,balanced_misclassification_regret,0.0013077368341187139,0.0004385835983894788,0.002466131585762233,11
front,handcrafted,logistic,4,fit_predict_seconds,0.013328291607181063,0.0118605319021409,0.014898168266187315,11
front,handcrafted,logistic,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
front,handcrafted,logistic,4,training_image_count,286.87878787878793,266.1515151515151,310.36590909090904,11
front,handcrafted,logistic,6,balanced_accuracy,0.9451424708073645,0.91153451626191,0.973404255319149,11
front,handcrafted,logistic,6,macro_f1,0.938444589277781,0.9058896398797961,0.9684034132502407,11
front,handcrafted,logistic,6,auroc,0.958190539869027,0.9370732909913613,0.9787857946656706,11
front,handcrafted,logistic,6,balanced_misclassification_regret,0.0012231214242610427,0.00042037206056795687,0.0023500547806403105,11
front,handcrafted,logistic,6,fit_predict_seconds,0.0147821465154376,0.013090856864481326,0.016640566658073414,11
front,handcrafted,logistic,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
front,handcrafted,logistic,6,training_image_count,467.060606060606,445.2121212121212,487.0310606060606,11
front,handcrafted,logistic,8,balanced_accuracy,0.9598184223184223,0.9366699735449735,0.9812720959595959,11
front,handcrafted,logistic,8,macro_f1,0.9509970652380761,0.9231268373331529,0.9776138980926674,11
front,handcrafted,logistic,8,auroc,0.9682744274758164,0.9466156271711829,0.9885516040029928,11
front,handcrafted,logistic,8,balanced_misclassification_regret,0.0008032090623600379,0.00030245089527930165,0.0014085359772373458,11
front,handcrafted,logistic,8,fit_predict_seconds,0.01571167815056855,0.014254145702315412,0.017553011024354033,11
front,handcrafted,logistic,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
front,handcrafted,logistic,8,training_image_count,627.969696969697,602.8462121212121,656.364393939394,11
front,handcrafted,logistic,10,balanced_accuracy,0.9615620490620492,0.9407828282828283,0.9815128968253969,11
front,handcrafted,logistic,10,macro_f1,0.9516988914103798,0.9248040779098385,0.9777711532535299,11
front,handcrafted,logistic,10,auroc,0.9711692821067821,0.9491935726310726,0.9910037878787878,11
front,handcrafted,logistic,10,balanced_misclassification_regret,0.0006538082688817169,0.00023369824475180396,0.0011723298416762382,11
front,handcrafted,logistic,10,fit_predict_seconds,0.014705863826252013,0.01367154467079672,0.01580232051101947,11
front,handcrafted,logistic,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
front,handcrafted,logistic,10,training_image_count,806.3636363636364,783.3431818181818,830.3636363636364,11
front,handcrafted,mlp,2,balanced_accuracy,0.9074074074074073,0.8754208754208754,0.9381313131313131,11
front,handcrafted,mlp,2,macro_f1,0.8843459322510732,0.841176603181489,0.9252140250168407,11
front,handcrafted,mlp,2,auroc,0.9535181581945767,0.9320950056170024,0.9745941871592914,11
front,handcrafted,mlp,2,balanced_misclassification_regret,0.0032272714023773626,0.0013391890434747593,0.005662946754874863,11
front,handcrafted,mlp,2,fit_predict_seconds,0.055772666695922846,0.04903290411944688,0.06295624124058204,11
front,handcrafted,mlp,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
front,handcrafted,mlp,2,training_image_count,164.12121212121212,149.9083333333333,179.78787878787878,11
front,handcrafted,mlp,4,balanced_accuracy,0.9336429773929773,0.9003388047138048,0.9643691378066378,11
front,handcrafted,mlp,4,macro_f1,0.9168900725889614,0.8717750675200039,0.9568236229853609,11
front,handcrafted,mlp,4,auroc,0.9709691992678103,0.9509162391106835,0.9891192743406284,11
front,handcrafted,mlp,4,balanced_misclassification_regret,0.0016950698284765552,0.0006620667698290224,0.0030575182678795696,11
front,handcrafted,mlp,4,fit_predict_seconds,0.05808733321221857,0.051543997406781394,0.06584731048003022,11
front,handcrafted,mlp,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
front,handcrafted,mlp,4,training_image_count,286.87878787878793,266.1515151515151,310.36590909090904,11
front,handcrafted,mlp,6,balanced_accuracy,0.9464075276575277,0.9113233525733525,0.9763949013949013,11
front,handcrafted,mlp,6,macro_f1,0.9305283988010696,0.8833048546474218,0.9703946718742854,11
front,handcrafted,mlp,6,auroc,0.9687892483031372,0.9490599822631072,0.9871896043771042,11
front,handcrafted,mlp,6,balanced_misclassification_regret,0.0014316589798531274,0.000392926258629231,0.0030007945336964024,11
front,handcrafted,mlp,6,fit_predict_seconds,0.07924745827260653,0.06876502514886934,0.0895738334611506,11
front,handcrafted,mlp,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
front,handcrafted,mlp,6,training_image_count,467.060606060606,445.2121212121212,487.0310606060606,11
front,handcrafted,mlp,8,balanced_accuracy,0.9539742664742665,0.9289923039923041,0.9779040404040404,11
front,handcrafted,mlp,8,macro_f1,0.940257714549346,0.9063830987665207,0.9723738191725655,11
front,handcrafted,mlp,8,auroc,0.9700351731601732,0.9492354096520764,0.9892726871893539,11
front,handcrafted,mlp,8,balanced_misclassification_regret,0.0010441046546233919,0.0003999906697080873,0.001839886084541396,11
front,handcrafted,mlp,8,fit_predict_seconds,0.08087273230105922,0.07466166244116858,0.08748408765501209,11
front,handcrafted,mlp,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
front,handcrafted,mlp,8,training_image_count,627.969696969697,602.8462121212121,656.364393939394,11
front,handcrafted,mlp,10,balanced_accuracy,0.9613365800865801,0.9384911616161615,0.9828282828282829,11
front,handcrafted,mlp,10,macro_f1,0.9496934082236229,0.9207766578676847,0.9773082459475688,11
front,handcrafted,mlp,10,auroc,0.9708491161616162,0.9476516466750842,0.9912615740740741,11
front,handcrafted,mlp,10,balanced_misclassification_regret,0.000731253844573257,0.00027497845749804503,0.0012626793850321672,11
front,handcrafted,mlp,10,fit_predict_seconds,0.10265632190434686,0.08760756963826928,0.12349446969052554,11
front,handcrafted,mlp,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
front,handcrafted,mlp,10,training_image_count,806.3636363636364,783.3431818181818,830.3636363636364,11
front,handcrafted,random_forest,2,balanced_accuracy,0.9017861620255239,0.8590661794617912,0.9419797647191264,11
front,handcrafted,random_forest,2,macro_f1,0.8925142532065866,0.8434730990644163,0.9371570116662298,11
front,handcrafted,random_forest,2,auroc,0.9692583588047538,0.9495703563411897,0.9879607048307643,11
front,handcrafted,random_forest,2,balanced_misclassification_regret,0.002552029236197668,0.0010900486037228258,0.0045382110970051005,11
front,handcrafted,random_forest,2,fit_predict_seconds,0.19165889009177176,0.17826036637742423,0.2057458704324249,11
front,handcrafted,random_forest,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
front,handcrafted,random_forest,2,training_image_count,164.12121212121212,149.9083333333333,179.78787878787878,11
front,handcrafted,random_forest,4,balanced_accuracy,0.9293269575184469,0.8960102577190344,0.9594505560928434,11
front,handcrafted,random_forest,4,macro_f1,0.9243106743953746,0.8906295697132347,0.9560350865898745,11
front,handcrafted,random_forest,4,auroc,0.9680096133645926,0.9480167678292123,0.9872454200526101,11
front,handcrafted,random_forest,4,balanced_misclassification_regret,0.0014770279573239897,0.0006238433570646409,0.0026106262478648766,11
front,handcrafted,random_forest,4,fit_predict_seconds,0.1978282763615646,0.1814575596674386,0.2166752010052512,11
front,handcrafted,random_forest,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
front,handcrafted,random_forest,4,training_image_count,286.87878787878793,266.1515151515151,310.36590909090904,11
front,handcrafted,random_forest,6,balanced_accuracy,0.9269894998618404,0.896229090550899,0.9552939507793229,11
front,handcrafted,random_forest,6,macro_f1,0.921851813444894,0.8927980023965755,0.9506010253053124,11
front,handcrafted,random_forest,6,auroc,0.9722784482148401,0.9551833407237053,0.9889446329615599,11
front,handcrafted,random_forest,6,balanced_misclassification_regret,0.0017862885821172852,0.0008743337505500991,0.0029107651052837124,11
front,handcrafted,random_forest,6,fit_predict_seconds,0.20462925384830066,0.192012086127083,0.2172975368395176,11
front,handcrafted,random_forest,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
front,handcrafted,random_forest,6,training_image_count,467.060606060606,445.2121212121212,487.0310606060606,11
front,handcrafted,random_forest,8,balanced_accuracy,0.9475711394594373,0.9233820714106616,0.971854180098861,11
front,handcrafted,random_forest,8,macro_f1,0.9396450937617409,0.9107793452987173,0.9681702940758171,11
front,handcrafted,random_forest,8,auroc,0.9743502735690235,0.9572007400392816,0.9911414492143659,11
front,handcrafted,random_forest,8,balanced_misclassification_regret,0.0012110622765309634,0.0005379842599738875,0.001952392148196412,11
front,handcrafted,random_forest,8,fit_predict_seconds,0.21277885490615683,0.20211106015710606,0.22402125129625677,11
front,handcrafted,random_forest,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
front,handcrafted,random_forest,8,training_image_count,627.969696969697,602.8462121212121,656.364393939394,11
front,handcrafted,random_forest,10,balanced_accuracy,0.956511544011544,0.9325392316017314,0.9802502705627707,11
front,handcrafted,random_forest,10,macro_f1,0.947018595181185,0.9182070514043048,0.9756509879670667,11
front,handcrafted,random_forest,10,auroc,0.9729632635882637,0.9538700246512747,0.9909722034331409,11
front,handcrafted,random_forest,10,balanced_misclassification_regret,0.000994308910696593,0.0003334101567050187,0.0017689900765011613,11
front,handcrafted,random_forest,10,fit_predict_seconds,0.2048313066400376,0.1971120821118265,0.21313398735067246,11
front,handcrafted,random_forest,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
front,handcrafted,random_forest,10,training_image_count,806.3636363636364,783.3431818181818,830.3636363636364,11
front,handcrafted,rbf_svm,2,balanced_accuracy,0.9130837887486822,0.8711187914479135,0.9527520487294424,11
front,handcrafted,rbf_svm,2,macro_f1,0.9115692744622266,0.8715296674289826,0.9511532991305085,11
front,handcrafted,rbf_svm,2,auroc,0.9514183491023029,0.9154506561147185,0.9839586215658357,11
front,handcrafted,rbf_svm,2,balanced_misclassification_regret,0.0020645449870916404,0.0010351505512209275,0.0031836924471129314,11
front,handcrafted,rbf_svm,2,fit_predict_seconds,0.007474430602142643,0.006527730413191339,0.008415049233294804,11
front,handcrafted,rbf_svm,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
front,handcrafted,rbf_svm,2,training_image_count,164.12121212121212,149.9083333333333,179.78787878787878,11
front,handcrafted,rbf_svm,4,balanced_accuracy,0.9427494934143872,0.9068030897884621,0.9742249623898561,11
front,handcrafted,rbf_svm,4,macro_f1,0.9362918578651932,0.9007303290865006,0.970092600247333,11
front,handcrafted,rbf_svm,4,auroc,0.9694193568011534,0.9492701945045695,0.9877936815579953,11
front,handcrafted,rbf_svm,4,balanced_misclassification_regret,0.001277759719450487,0.00044043580785828416,0.002367511438031344,11
front,handcrafted,rbf_svm,4,fit_predict_seconds,0.00798292684802701,0.006977134940803587,0.008971386611533076,11
front,handcrafted,rbf_svm,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
front,handcrafted,rbf_svm,4,training_image_count,286.87878787878793,266.1515151515151,310.36590909090904,11
front,handcrafted,rbf_svm,6,balanced_accuracy,0.9467147411296348,0.9120357289971653,0.9759201532805255,11
front,handcrafted,rbf_svm,6,macro_f1,0.9389666875711278,0.9044229943148018,0.9708913548517504,11
front,handcrafted,rbf_svm,6,auroc,0.9678411574798986,0.944310003504097,0.9877738675167752,11
front,handcrafted,rbf_svm,6,balanced_misclassification_regret,0.0012265113030390225,0.000400975475891325,0.002386987692010813,11
front,handcrafted,rbf_svm,6,fit_predict_seconds,0.010845677940365435,0.008979406337885215,0.012812311343220766,11
front,handcrafted,rbf_svm,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
front,handcrafted,rbf_svm,6,training_image_count,467.060606060606,445.2121212121212,487.0310606060606,11
front,handcrafted,rbf_svm,8,balanced_accuracy,0.9604136604136605,0.9365313852813856,0.9828042328042329,11
front,handcrafted,rbf_svm,8,macro_f1,0.9508750317258172,0.9216247718606967,0.9789402430080952,11
front,handcrafted,rbf_svm,8,auroc,0.967879355726578,0.9404741466416813,0.9896739718614719,11
front,handcrafted,rbf_svm,8,balanced_misclassification_regret,0.0008036121241706897,0.00028015246493291805,0.001409084763169781,11
front,handcrafted,rbf_svm,8,fit_predict_seconds,0.0115304849107016,0.010176457088042903,0.012769109047737648,11
front,handcrafted,rbf_svm,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
front,handcrafted,rbf_svm,8,training_image_count,627.969696969697,602.8462121212121,656.364393939394,11
front,handcrafted,rbf_svm,10,balanced_accuracy,0.9653138528138527,0.9420454545454546,0.9867424242424243,11
front,handcrafted,rbf_svm,10,macro_f1,0.9547274908679942,0.9251716063217095,0.982517732038232,11
front,handcrafted,rbf_svm,10,auroc,0.9671198593073593,0.9388406573172199,0.9904626623376622,11
front,handcrafted,rbf_svm,10,balanced_misclassification_regret,0.0006222413980992319,0.00018318685536814364,0.0011570865400180274,11
front,handcrafted,rbf_svm,10,fit_predict_seconds,0.012806155369617045,0.010905045764362015,0.01519977383584112,11
front,handcrafted,rbf_svm,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
