camera_group,representation,model,training_experiment_count,metric,estimate,lower,upper,held_out_experiment_count
front,handcrafted,rbf_svm,10,training_image_count,806.3636363636364,783.3431818181818,830.3636363636364,11
left,handcrafted,hist_gradient_boosting,2,balanced_accuracy,0.8449404761904762,0.7764425505050505,0.9117552008177008,11
left,handcrafted,hist_gradient_boosting,2,macro_f1,0.8285766292313611,0.7440746313766325,0.9056183072279502,11
left,handcrafted,hist_gradient_boosting,2,auroc,0.9327347967104912,0.8800359591700736,0.9760904765245043,11
left,handcrafted,hist_gradient_boosting,2,balanced_misclassification_regret,0.004393888395766093,0.002005453604972157,0.007317535244765843,11
left,handcrafted,hist_gradient_boosting,2,fit_predict_seconds,0.5478436262091043,0.422350289566318,0.6750126965961083,11
left,handcrafted,hist_gradient_boosting,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
left,handcrafted,hist_gradient_boosting,2,training_image_count,164.36363636363637,150.1818181818182,180.0,11
left,handcrafted,hist_gradient_boosting,4,balanced_accuracy,0.8730820105820105,0.8058011664261664,0.93246881012506,11
left,handcrafted,hist_gradient_boosting,4,macro_f1,0.8575065679516033,0.7708585806034641,0.9281219720011332,11
left,handcrafted,hist_gradient_boosting,4,auroc,0.9632701853187965,0.9401653668797766,0.9848004349046017,11
left,handcrafted,hist_gradient_boosting,4,balanced_misclassification_regret,0.003743466137659169,0.0014321511036896792,0.006929252060321436,11
left,handcrafted,hist_gradient_boosting,4,fit_predict_seconds,1.7361231275761824,1.4831533459280875,1.9977606648120632,11
left,handcrafted,hist_gradient_boosting,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
left,handcrafted,hist_gradient_boosting,4,training_image_count,287.27272727272725,266.54545454545456,310.55454545454535,11
left,handcrafted,hist_gradient_boosting,6,balanced_accuracy,0.8863696488696488,0.8234632786195284,0.9387012235449734,11
left,handcrafted,hist_gradient_boosting,6,macro_f1,0.8761741352158272,0.7980425729684391,0.9365406303840074,11
left,handcrafted,hist_gradient_boosting,6,auroc,0.9626002501870559,0.9356721073583053,0.9862964132061355,11
left,handcrafted,hist_gradient_boosting,6,balanced_misclassification_regret,0.0033945748728327215,0.00120123683373772,0.0066238578624202215,11
left,handcrafted,hist_gradient_boosting,6,fit_predict_seconds,3.2287583131533624,2.77935799122056,3.7517267643103183,11
left,handcrafted,hist_gradient_boosting,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
left,handcrafted,hist_gradient_boosting,6,training_image_count,467.6363636363636,445.8181818181818,487.6363636363636,11
left,handcrafted,hist_gradient_boosting,8,balanced_accuracy,0.8964015151515152,0.8221154250841751,0.9536421506734006,11
left,handcrafted,hist_gradient_boosting,8,macro_f1,0.8835385284191566,0.7920597688227388,0.9493773788222601,11
left,handcrafted,hist_gradient_boosting,8,auroc,0.9657336426433648,0.9448466581322483,0.9857690663246218,11
left,handcrafted,hist_gradient_boosting,8,balanced_misclassification_regret,0.0032540960614415486,0.00082740316469398,0.007123213504674897,11
left,handcrafted,hist_gradient_boosting,8,fit_predict_seconds,3.9751625227288585,3.4696975576445266,4.5464307598553155,11
left,handcrafted,hist_gradient_boosting,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
left,handcrafted,hist_gradient_boosting,8,training_image_count,628.7272727272727,603.6272727272727,657.0909090909091,11
left,handcrafted,hist_gradient_boosting,10,balanced_accuracy,0.8947781385281387,0.8038690476190475,0.95864898989899,11
left,handcrafted,hist_gradient_boosting,10,macro_f1,0.8745786604106282,0.7544468973277237,0.95283467149997,11
left,handcrafted,hist_gradient_boosting,10,auroc,0.9688163880872215,0.9473885055916306,0.988541165624499,11
left,handcrafted,hist_gradient_boosting,10,balanced_misclassification_regret,0.003393282362706003,0.0006849759813129575,0.0076494532348125215,11
left,handcrafted,hist_gradient_boosting,10,fit_predict_seconds,4.599417117366102,4.009650464873994,5.502828043967946,11
left,handcrafted,hist_gradient_boosting,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
left,handcrafted,hist_gradient_boosting,10,training_image_count,807.2727272727273,784.3363636363637,831.2727272727273,11
left,handcrafted,logistic,2,balanced_accuracy,0.9014911014911013,0.8318309583934583,0.9530483405483404,11
left,handcrafted,logistic,2,macro_f1,0.8819566086128706,0.7930178407819368,0.9458681375750964,11
left,handcrafted,logistic,2,auroc,0.9709666940569719,0.9511509251743628,0.9895804105873549,11
left,handcrafted,logistic,2,balanced_misclassification_regret,0.00293172105705334,0.0008397623793729184,0.006368267007223982,11
left,handcrafted,logistic,2,fit_predict_seconds,0.010660914241188122,0.010224538964658594,0.011118809197289395,11
left,handcrafted,logistic,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
left,handcrafted,logistic,2,training_image_count,164.36363636363637,150.1818181818182,180.0,11
left,handcrafted,logistic,4,balanced_accuracy,0.9113967051467052,0.8528950216450216,0.9607970328282829,11
left,handcrafted,logistic,4,macro_f1,0.8900712133204697,0.8138070800509049,0.9525469614895363,11
left,handcrafted,logistic,4,auroc,0.9684256587034366,0.9454166040363958,0.9899720585484474,11
left,handcrafted,logistic,4,balanced_misclassification_regret,0.0025659261691168955,0.0007546660767342644,0.005234857090136869,11
left,handcrafted,logistic,4,fit_predict_seconds,0.01108559602995008,0.010540681715682504,0.011654572606891053,11
left,handcrafted,logistic,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
left,handcrafted,logistic,4,training_image_count,287.27272727272725,266.54545454545456,310.55454545454535,11
left,handcrafted,logistic,6,balanced_accuracy,0.9332822270322269,0.8987731481481482,0.9652796566859068,11
left,handcrafted,logistic,6,macro_f1,0.9212356591618743,0.8791974291383515,0.9597138971468028,11
left,handcrafted,logistic,6,auroc,0.9667201111645557,0.9393977765418737,0.9900423652029555,11
left,handcrafted,logistic,6,balanced_misclassification_regret,0.0015369505012492136,0.0006651862746089904,0.002445714062717895,11
left,handcrafted,logistic,6,fit_predict_seconds,0.014053951968283702,0.012162116947288406,0.0163985311788565,11
left,handcrafted,logistic,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
left,handcrafted,logistic,6,training_image_count,467.6363636363636,445.8181818181818,487.6363636363636,11
left,handcrafted,logistic,8,balanced_accuracy,0.924939874939875,0.8882871873496874,0.9597243265993266,11
left,handcrafted,logistic,8,macro_f1,0.9084080899411714,0.8621289785142441,0.9524997353035868,11
left,handcrafted,logistic,8,auroc,0.9652768592004702,0.9440977879823367,0.9848932467031424,11
left,handcrafted,logistic,8,balanced_misclassification_regret,0.0019040511148149656,0.0007514005086966559,0.0033286476639538985,11
left,handcrafted,logistic,8,fit_predict_seconds,0.014091927939179268,0.01294494107853759,0.015433638616267478,11
left,handcrafted,logistic,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
left,handcrafted,logistic,8,training_image_count,628.7272727272727,603.6272727272727,657.0909090909091,11
left,handcrafted,logistic,10,balanced_accuracy,0.9447420634920636,0.9157435966810967,0.973169191919192,11
left,handcrafted,logistic,10,macro_f1,0.9358833009775602,0.9041689892988287,0.9681433674009398,11
left,handcrafted,logistic,10,auroc,0.9696836920795253,0.9498774638748597,0.9885241301907968,11
left,handcrafted,logistic,10,balanced_misclassification_regret,0.00114419110398908,0.00044432761308980457,0.0019765390197744744,11
left,handcrafted,logistic,10,fit_predict_seconds,0.017360359903911805,0.01325407640516377,0.02270889805692026,11
left,handcrafted,logistic,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
left,handcrafted,logistic,10,training_image_count,807.2727272727273,784.3363636363637,831.2727272727273,11
left,handcrafted,mlp,2,balanced_accuracy,0.8416907166907166,0.7674633237133238,0.911976911976912,11
left,handcrafted,mlp,2,macro_f1,0.7936828422413214,0.6882302554352457,0.8916988048710582,11
left,handcrafted,mlp,2,auroc,0.956003737774571,0.9123938855319064,0.9880892255892256,11
left,handcrafted,mlp,2,balanced_misclassification_regret,0.005763407692671475,0.003324365773855078,0.008168393350080214,11
left,handcrafted,mlp,2,fit_predict_seconds,0.04190501897017274,0.037117300335265814,0.04695078016641976,11
left,handcrafted,mlp,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
left,handcrafted,mlp,2,training_image_count,164.36363636363637,150.1818181818182,180.0,11
left,handcrafted,mlp,4,balanced_accuracy,0.8928541366041366,0.8207637385762386,0.956377840909091,11
left,handcrafted,mlp,4,macro_f1,0.8572770891319899,0.7559715596740914,0.9456900270212283,11
left,handcrafted,mlp,4,auroc,0.9683256172839506,0.9431980394219978,0.990176066217733,11
left,handcrafted,mlp,4,balanced_misclassification_regret,0.003185183489051557,0.0010831147943765195,0.0054836372241543595,11
left,handcrafted,mlp,4,fit_predict_seconds,0.05434822221022015,0.04797886456318807,0.06157827712335291,11
left,handcrafted,mlp,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
left,handcrafted,mlp,4,training_image_count,287.27272727272725,266.54545454545456,310.55454545454535,11
left,handcrafted,mlp,6,balanced_accuracy,0.9060816498316501,0.8341503577441078,0.9669612794612795,11
left,handcrafted,mlp,6,macro_f1,0.8744747953269824,0.7729651169308976,0.9605469822729001,11
left,handcrafted,mlp,6,auroc,0.9676981454759231,0.9399759103101116,0.9905461881546951,11
left,handcrafted,mlp,6,balanced_misclassification_regret,0.0022101853828516804,0.0005619855033876322,0.00404914361366839,11
left,handcrafted,mlp,6,fit_predict_seconds,0.07858635354646001,0.06646635297469347,0.09176785391164508,11
left,handcrafted,mlp,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
left,handcrafted,mlp,6,training_image_count,467.6363636363636,445.8181818181818,487.6363636363636,11
left,handcrafted,mlp,8,balanced_accuracy,0.9326569264069263,0.8874494197931698,0.9718013468013468,11
left,handcrafted,mlp,8,macro_f1,0.9113909150051395,0.849121881298977,0.9658017322170435,11
left,handcrafted,mlp,8,auroc,0.9689304586874031,0.9434139259660093,0.9906099916994013,11
left,handcrafted,mlp,8,balanced_misclassification_regret,0.001508536957044078,0.0004998576510258381,0.0026857187375754032,11
left,handcrafted,mlp,8,fit_predict_seconds,0.08779926515170232,0.07735838654301584,0.10004805110844299,11
left,handcrafted,mlp,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
left,handcrafted,mlp,8,training_image_count,628.7272727272727,603.6272727272727,657.0909090909091,11
left,handcrafted,mlp,10,balanced_accuracy,0.9478084415584416,0.9229342532467532,0.9731748286435786,11
left,handcrafted,mlp,10,macro_f1,0.9364527493682769,0.9052253417445195,0.9679879442293212,11
left,handcrafted,mlp,10,auroc,0.9737982503607502,0.9545139264670516,0.9918771043771044,11
left,handcrafted,mlp,10,balanced_misclassification_regret,0.0010722932774785998,0.00045763270232372535,0.0017749531450590675,11
left,handcrafted,mlp,10,fit_predict_seconds,0.08599594317969274,0.08085488894536287,0.09242929987601448,11
left,handcrafted,mlp,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
left,handcrafted,mlp,10,training_image_count,807.2727272727273,784.3363636363637,831.2727272727273,11
left,handcrafted,random_forest,2,balanced_accuracy,0.8702170514670513,0.8050670394420395,0.9271896043771044,11
left,handcrafted,random_forest,2,macro_f1,0.8598134824561985,0.7756544466728589,0.925979471882249,11
left,handcrafted,random_forest,2,auroc,0.9686859918630752,0.9493230920314253,0.9878459727483165,11
left,handcrafted,random_forest,2,balanced_misclassification_regret,0.003573811070266913,0.0014500164152883822,0.006812633279698112,11
left,handcrafted,random_forest,2,fit_predict_seconds,0.1875043346954044,0.16451631309740178,0.21210337095769569,11
left,handcrafted,random_forest,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
left,handcrafted,random_forest,2,training_image_count,164.36363636363637,150.1818181818182,180.0,11
left,handcrafted,random_forest,4,balanced_accuracy,0.8980218855218856,0.8556181607744108,0.9395833333333332,11
left,handcrafted,random_forest,4,macro_f1,0.8922453198191399,0.8477573603533012,0.9367737856230977,11
left,handcrafted,random_forest,4,auroc,0.9678782283817007,0.9480179492093553,0.9865577066965957,11
left,handcrafted,random_forest,4,balanced_misclassification_regret,0.0029235623626527704,0.0013326722803029308,0.0047283677819994095,11
left,handcrafted,random_forest,4,fit_predict_seconds,0.20556128045163033,0.18691528262843896,0.2314863973041859,11
left,handcrafted,random_forest,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
left,handcrafted,random_forest,4,training_image_count,287.27272727272725,266.54545454545456,310.55454545454535,11
left,handcrafted,random_forest,6,balanced_accuracy,0.9005922318422318,0.8498968855218856,0.945601927008177,11
left,handcrafted,random_forest,6,macro_f1,0.8939063295789196,0.8358996033980096,0.9426328243643447,11
left,handcrafted,random_forest,6,auroc,0.9706356721981723,0.9516849547057881,0.9879850088183422,11
left,handcrafted,random_forest,6,balanced_misclassification_regret,0.002821631000801406,0.0010585836957564198,0.00526391063231467,11
left,handcrafted,random_forest,6,fit_predict_seconds,0.2230376528503698,0.20016572667282712,0.24601093492866227,11
left,handcrafted,random_forest,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
left,handcrafted,random_forest,6,training_image_count,467.6363636363636,445.8181818181818,487.6363636363636,11
left,handcrafted,random_forest,8,balanced_accuracy,0.9027597402597402,0.8194678932178932,0.9603761574074074,11
left,handcrafted,random_forest,8,macro_f1,0.8872834874954081,0.7839677624966582,0.9559286643800131,11
left,handcrafted,random_forest,8,auroc,0.9702375106888994,0.950818925239498,0.9881817096226818,11
left,handcrafted,random_forest,8,balanced_misclassification_regret,0.0031777898813008898,0.0007279818821240001,0.007072179161433588,11
left,handcrafted,random_forest,8,fit_predict_seconds,0.21750947475789648,0.2054770714805548,0.22984205217609555,11
left,handcrafted,random_forest,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
left,handcrafted,random_forest,8,training_image_count,628.7272727272727,603.6272727272727,657.0909090909091,11
left,handcrafted,random_forest,10,balanced_accuracy,0.9447420634920636,0.9179511634199135,0.9703330176767675,11
left,handcrafted,random_forest,10,macro_f1,0.9384222234959096,0.9117590463417717,0.9660339825339391,11
left,handcrafted,random_forest,10,auroc,0.9677514229597562,0.9448547979797979,0.9885593284030784,11
left,handcrafted,random_forest,10,balanced_misclassification_regret,0.0014553888440475117,0.0005435783857940473,0.002519782955447818,11
left,handcrafted,random_forest,10,fit_predict_seconds,0.2132011553648309,0.1974045989040116,0.23309308819443686,11
left,handcrafted,random_forest,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
left,handcrafted,random_forest,10,training_image_count,807.2727272727273,784.3363636363637,831.2727272727273,11
left,handcrafted,rbf_svm,2,balanced_accuracy,0.9135612073112072,0.8805315055315055,0.9474552819865321,11
left,handcrafted,rbf_svm,2,macro_f1,0.9020898256603874,0.8617323264717724,0.9416552522118204,11
left,handcrafted,rbf_svm,2,auroc,0.9430156391961948,0.9075943170127199,0.9737495866402117,11
left,handcrafted,rbf_svm,2,balanced_misclassification_regret,0.002546602303407503,0.0010036727796578723,0.004400200472170655,11
left,handcrafted,rbf_svm,2,fit_predict_seconds,0.006676621304712061,0.005499813861123667,0.008142285382773756,11
left,handcrafted,rbf_svm,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
left,handcrafted,rbf_svm,2,training_image_count,164.36363636363637,150.1818181818182,180.0,11
left,handcrafted,rbf_svm,4,balanced_accuracy,0.9403469215969217,0.9148889189514189,0.9663299663299662,11
left,handcrafted,rbf_svm,4,macro_f1,0.9327240876470074,0.9032717409229043,0.9628264642737345,11
left,handcrafted,rbf_svm,4,auroc,0.9708230619688952,0.9511005391213725,0.9886761964886964,11
left,handcrafted,rbf_svm,4,balanced_misclassification_regret,0.001078503207909719,0.0005601992875811,0.0016403370128193237,11
left,handcrafted,rbf_svm,4,fit_predict_seconds,0.008083623697254525,0.006877606180888974,0.009530834691858295,11
left,handcrafted,rbf_svm,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
left,handcrafted,rbf_svm,4,training_image_count,287.27272727272725,266.54545454545456,310.55454545454535,11
left,handcrafted,rbf_svm,6,balanced_accuracy,0.9454244829244829,0.9220009620009619,0.9690363455988455,11
left,handcrafted,rbf_svm,6,macro_f1,0.9373601022509829,0.909544181859983,0.9654136086743037,11
left,handcrafted,rbf_svm,6,auroc,0.9735039715942492,0.9544474715742077,0.9906162422004435,11
left,handcrafted,rbf_svm,6,balanced_misclassification_regret,0.0010559286802300485,0.0005338355437884349,0.0016193129880152336,11
left,handcrafted,rbf_svm,6,fit_predict_seconds,0.009723405239073503,0.007924482143425848,0.011842721972877342,11
left,handcrafted,rbf_svm,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
left,handcrafted,rbf_svm,6,training_image_count,467.6363636363636,445.8181818181818,487.6363636363636,11
left,handcrafted,rbf_svm,8,balanced_accuracy,0.9452741702741704,0.9235445226070225,0.9660774410774411,11
left,handcrafted,rbf_svm,8,macro_f1,0.9370103108855549,0.9117038858907588,0.961570810378457,11
left,handcrafted,rbf_svm,8,auroc,0.9722114080621025,0.9492374921085858,0.991493676639076,11
left,handcrafted,rbf_svm,8,balanced_misclassification_regret,0.0011453656939924232,0.0006427381906696361,0.0016993558214377846,11
left,handcrafted,rbf_svm,8,fit_predict_seconds,0.010589801605833187,0.009082121136254334,0.012906444333952313,11
left,handcrafted,rbf_svm,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
left,handcrafted,rbf_svm,8,training_image_count,628.7272727272727,603.6272727272727,657.0909090909091,11
left,handcrafted,rbf_svm,10,balanced_accuracy,0.9485299422799423,0.9274711399711401,0.9688866341991342,11
left,handcrafted,rbf_svm,10,macro_f1,0.9390462004052048,0.914203368719497,0.9632093671290117,11
left,handcrafted,rbf_svm,10,auroc,0.9746726942039442,0.9516073589315777,0.9932924388979076,11
left,handcrafted,rbf_svm,10,balanced_misclassification_regret,0.0012057641324356484,0.0006079675652783295,0.001847080815656117,11
left,handcrafted,rbf_svm,10,fit_predict_seconds,0.012197731184476817,0.010461079488000409,0.014387047530577877,11
left,handcrafted,rbf_svm,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
left,handcrafted,rbf_svm,10,training_image_count,807.2727272727273,784.3363636363637,831.2727272727273,11
left_close,handcrafted,hist_gradient_boosting,2,balanced_accuracy,0.8940220292354438,0.8482651335509567,0.9341335227272727,11
left_close,handcrafted,hist_gradient_boosting,2,macro_f1,0.8891049037822323,0.8445431554331813,0.9283062253347591,11
left_close,handcrafted,hist_gradient_boosting,2,auroc,0.9426824456454792,0.898685399472366,0.9804516409757295,11
left_close,handcrafted,hist_gradient_boosting,2,balanced_misclassification_regret,0.0028854195715511443,0.001738935130898031,0.004163581396883334,11
left_close,handcrafted,hist_gradient_boosting,2,fit_predict_seconds,0.8484227537551444,0.7315092599199763,0.9770283874133329,11
left_close,handcrafted,hist_gradient_boosting,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
left_close,handcrafted,hist_gradient_boosting,2,training_image_count,163.93939393939397,149.69696969696972,179.4560606060606,11
left_close,handcrafted,hist_gradient_boosting,4,balanced_accuracy,0.9252053050833539,0.8845778029276505,0.9623316498316499,11
left_close,handcrafted,hist_gradient_boosting,4,macro_f1,0.9146235696724737,0.8654640814775026,0.9577632028743626,11
left_close,handcrafted,hist_gradient_boosting,4,auroc,0.9545941788595074,0.9292772061670795,0.9764123439253647,11
left_close,handcrafted,hist_gradient_boosting,4,balanced_misclassification_regret,0.0013827497798767057,0.000623911659116515,0.002265755830635748,11
left_close,handcrafted,hist_gradient_boosting,4,fit_predict_seconds,2.410551876240678,2.047066458592422,2.847918946845333,11
left_close,handcrafted,hist_gradient_boosting,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
left_close,handcrafted,hist_gradient_boosting,4,training_image_count,286.7878787878788,266.2409090909091,310.0045454545454,11
left_close,handcrafted,hist_gradient_boosting,6,balanced_accuracy,0.9227118748460214,0.8801716093865484,0.9592392676767677,11
left_close,handcrafted,hist_gradient_boosting,6,macro_f1,0.9121037686218554,0.8565434705245433,0.9565417827679741,11
left_close,handcrafted,hist_gradient_boosting,6,auroc,0.9505432458049327,0.9074252796426323,0.9806929538439955,11
left_close,handcrafted,hist_gradient_boosting,6,balanced_misclassification_regret,0.0016040587296660897,0.0007959253196179578,0.0025434740563158565,11
left_close,handcrafted,hist_gradient_boosting,6,fit_predict_seconds,4.022058232245564,3.8344921219518717,4.195871076963544,11
left_close,handcrafted,hist_gradient_boosting,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
left_close,handcrafted,hist_gradient_boosting,6,training_image_count,466.72727272727275,445.1515151515152,486.42575757575753,11
left_close,handcrafted,hist_gradient_boosting,8,balanced_accuracy,0.9332553174016589,0.8921481070871315,0.9681265782828281,11
left_close,handcrafted,hist_gradient_boosting,8,macro_f1,0.9225692159981552,0.8695134212282796,0.9645760918827205,11
left_close,handcrafted,hist_gradient_boosting,8,auroc,0.9537552224480578,0.9155254965388986,0.9821531065867003,11
left_close,handcrafted,hist_gradient_boosting,8,balanced_misclassification_regret,0.0013437903784389365,0.0006229811655017579,0.002235330257018472,11
left_close,handcrafted,hist_gradient_boosting,8,fit_predict_seconds,5.1021878636648506,4.619422090713774,5.7887567507540965,11
left_close,handcrafted,hist_gradient_boosting,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
left_close,handcrafted,hist_gradient_boosting,8,training_image_count,627.3333333333335,602.0000000000001,655.8196969696969,11
left_close,handcrafted,hist_gradient_boosting,10,balanced_accuracy,0.9287678615422515,0.8886383653609263,0.9633901515151515,11
left_close,handcrafted,hist_gradient_boosting,10,macro_f1,0.9184512217302846,0.864738634231594,0.9609050646486126,11
left_close,handcrafted,hist_gradient_boosting,10,auroc,0.9476240855369411,0.8968257454926979,0.982648972362514,11
left_close,handcrafted,hist_gradient_boosting,10,balanced_misclassification_regret,0.0016156883476044852,0.0007152669905115957,0.0026392099174111796,11
left_close,handcrafted,hist_gradient_boosting,10,fit_predict_seconds,5.423589700721839,4.655397970640942,6.328529454890998,11
left_close,handcrafted,hist_gradient_boosting,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
left_close,handcrafted,hist_gradient_boosting,10,training_image_count,805.4545454545455,782.3590909090909,829.4545454545455,11
left_close,handcrafted,logistic,2,balanced_accuracy,0.8570794325367497,0.7935902469820152,0.9159301346801346,11
left_close,handcrafted,logistic,2,macro_f1,0.8373100339400147,0.7565668763015723,0.9084342783738353,11
left_close,handcrafted,logistic,2,auroc,0.9213364519745787,0.8632950368066391,0.9627769667157688,11
left_close,handcrafted,logistic,2,balanced_misclassification_regret,0.004356056133669209,0.0021996811193425426,0.007068385131164566,11
left_close,handcrafted,logistic,2,fit_predict_seconds,0.013869219728583244,0.012506633364660735,0.015322578701086581,11
left_close,handcrafted,logistic,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
left_close,handcrafted,logistic,2,training_image_count,163.93939393939397,149.69696969696972,179.4560606060606,11
left_close,handcrafted,logistic,4,balanced_accuracy,0.8960709739673153,0.8476687222838137,0.9420475589225591,11
left_close,handcrafted,logistic,4,macro_f1,0.8810725187594269,0.8199210479931125,0.9369096430120718,11
left_close,handcrafted,logistic,4,auroc,0.9371291106640023,0.8854521341891134,0.975524925177703,11
left_close,handcrafted,logistic,4,balanced_misclassification_regret,0.002587317181975103,0.0010943038658219242,0.004268090345168233,11
left_close,handcrafted,logistic,4,fit_predict_seconds,0.014379406483688701,0.013150608210222951,0.015814527550250975,11
left_close,handcrafted,logistic,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
left_close,handcrafted,logistic,4,training_image_count,286.7878787878788,266.2409090909091,310.0045454545454,11
left_close,handcrafted,logistic,6,balanced_accuracy,0.906200726779995,0.8640917816375133,0.9469507575757575,11
left_close,handcrafted,logistic,6,macro_f1,0.8869708737512244,0.83388243276791,0.9363871031636039,11
left_close,handcrafted,logistic,6,auroc,0.9456317707905615,0.8909511485108539,0.9853517817059483,11
left_close,handcrafted,logistic,6,balanced_misclassification_regret,0.0025286326386989625,0.0011051708808881633,0.004170700427623736,11
left_close,handcrafted,logistic,6,fit_predict_seconds,0.01679814648444087,0.015132728354563536,0.018591120311281305,11
left_close,handcrafted,logistic,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
left_close,handcrafted,logistic,6,training_image_count,466.72727272727275,445.1515151515152,486.42575757575753,11
left_close,handcrafted,logistic,8,balanced_accuracy,0.9316190358873283,0.897214010018888,0.9627525252525253,11
left_close,handcrafted,logistic,8,macro_f1,0.9189476410648942,0.8727174326544942,0.958009095919383,11
left_close,handcrafted,logistic,8,auroc,0.955257556652797,0.9207578211613082,0.9852819280770668,11
left_close,handcrafted,logistic,8,balanced_misclassification_regret,0.0013203170182525764,0.0006300467724134739,0.002114351281616705,11
left_close,handcrafted,logistic,8,fit_predict_seconds,0.01948615535917325,0.017073448920762697,0.021807363149921658,11
left_close,handcrafted,logistic,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
left_close,handcrafted,logistic,8,training_image_count,627.3333333333335,602.0000000000001,655.8196969696969,11
left_close,handcrafted,logistic,10,balanced_accuracy,0.919761640798226,0.8692486988790343,0.9624368686868686,11
left_close,handcrafted,logistic,10,macro_f1,0.9054985865626037,0.8452376800221728,0.9571496162766882,11
left_close,handcrafted,logistic,10,auroc,0.9551477041759052,0.9183094714292312,0.9863925715488214,11
left_close,handcrafted,logistic,10,balanced_misclassification_regret,0.001921480131877499,0.0006117536668386181,0.0037147803366520925,11
left_close,handcrafted,logistic,10,fit_predict_seconds,0.019623613725839692,0.015077519409929994,0.02611043479290929,11
left_close,handcrafted,logistic,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
left_close,handcrafted,logistic,10,training_image_count,805.4545454545455,782.3590909090909,829.4545454545455,11
left_close,handcrafted,mlp,2,balanced_accuracy,0.8561904615258275,0.8021464646464647,0.9084644206290549,11
left_close,handcrafted,mlp,2,macro_f1,0.8204064002944534,0.7504949010885994,0.8871898775243288,11
left_close,handcrafted,mlp,2,auroc,0.9054254648449263,0.8516648852173498,0.9513804494598765,11
left_close,handcrafted,mlp,2,balanced_misclassification_regret,0.0069704665788455165,0.0033471030471342355,0.011250881655872187,11
left_close,handcrafted,mlp,2,fit_predict_seconds,0.048153270184147084,0.04208408613289287,0.05580392192112578,11
left_close,handcrafted,mlp,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
left_close,handcrafted,mlp,2,training_image_count,163.93939393939397,149.69696969696972,179.4560606060606,11
left_close,handcrafted,mlp,4,balanced_accuracy,0.9126375544058472,0.8668996879362733,0.9499158249158252,11
left_close,handcrafted,mlp,4,macro_f1,0.8906029007352442,0.82534234013688,0.9414535664492362,11
left_close,handcrafted,mlp,4,auroc,0.9423346210524396,0.8884215703215533,0.9790795688365133,11
left_close,handcrafted,mlp,4,balanced_misclassification_regret,0.002849334418745447,0.001038048618767892,0.005490827332910027,11
left_close,handcrafted,mlp,4,fit_predict_seconds,0.058203975966369566,0.04982373851532678,0.06776707978810229,11
left_close,handcrafted,mlp,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
left_close,handcrafted,mlp,4,training_image_count,286.7878787878788,266.2409090909091,310.0045454545454,11
left_close,handcrafted,mlp,6,balanced_accuracy,0.9234289028496345,0.8802358570460705,0.96054819023569,11
left_close,handcrafted,mlp,6,macro_f1,0.9037561406250455,0.8424845312283947,0.9542565305764775,11
left_close,handcrafted,mlp,6,auroc,0.9388287587368719,0.8798585551341098,0.9780009148194911,11
