cycle_name,cycle_stage,method,mode,n,metric_status,noise_ratio,noise_reduction,spike_ratio,spike_reduction,water_bias_kw,water_rmse_offset_kw,energy_error_pct,shortfall_area_error_pct,transient_retention,lag_seconds
frost_cycle_000002,recovery,median_centered_60s,offline,18,available,0.8129496402877767,0.18705035971222328,0.06697552227535863,0.9330244777246414,1.3930810499999908,1.9146910517543556,3.0073463805942375,0.8618581907090795,0.23714083008159031,-10.0
frost_cycle_000002,recovery,ewma_tau30s,online,18,available,1.3244131657226983,-0.3244131657226983,0.3202777047571097,0.6797222952428903,1.968263436565473,3.5340360714063515,16.680067911119657,40.37944587921831,1.0550013568863774,-40.0
frost_cycle_000002,recovery,median30s_ewma30s,online,18,available,1.2748846193998844,-0.2748846193998844,0.26925427304831856,0.7307457269516815,2.254134138352774,3.595456143073578,21.692873098717097,49.562997323912214,0.8838271888243344,-30.0
frost_cycle_000002,recovery,savgol_70s,offline,18,available,1.9093867762932202,-0.9093867762932202,0.5077071572399412,0.4922928427600588,1.4075041261904708,3.063990895181859,1.0408067398803607,0.8395913377569428,1.3012466426797695,10.0
frost_cycle_000002,recovery,adaptive_offline,offline,18,available,0.1052432952632323,0.8947567047367677,0.016236930041601264,0.9837630699583987,1.8604832122713004,1.709815052077629,1.1505405161142788,32.40075001919159,0.07231706868770364,-30.0
frost_cycle_000002,recovery,wavelet_offline,offline,18,available,0.7573848580596793,0.24261514194032074,0.9711601303360216,0.028839869663978446,1.3515415605027052,3.315268689972834,0.01981759068585466,0.7653853216417683,1.0989141459998633,0.0
frost_cycle_000002,recovery,wavelet_monotonic_offline,constrained,18,available,0.7573848580596793,0.24261514194032074,0.9711601303360216,0.028839869663978446,1.3515415605027052,3.315268689972834,0.01981759068585466,0.7653853216417683,1.0989141459998633,0.0
frost_cycle_000002,recovery,nearly_isotonic_offline,constrained,18,available,0.7573848580596793,0.24261514194032074,0.9711601303360216,0.028839869663978446,1.3515415605027052,3.315268689972834,0.01981759068585466,0.7653853216417683,1.0989141459998633,0.0
frost_cycle_000002,recovery,robust_monotone_offline,constrained,18,available,0.7573848580596793,0.24261514194032074,0.9711601303360216,0.028839869663978446,1.3515415605027052,3.315268689972834,0.01981759068585466,0.7653853216417683,1.0989141459998633,0.0
frost_cycle_000002,frost_development,median_centered_60s,offline,78,available,0.4303959131545443,0.5696040868454557,0.5817145236455651,0.4182854763544349,0.09440525499999719,0.5932357975455951,0.007091295216701838,7.964425124201563,0.5166169578184895,0.0
frost_cycle_000002,frost_development,ewma_tau30s,online,78,available,0.5289681907771936,0.4710318092228064,0.3460271798022326,0.6539728201977675,0.1836078558985208,0.5369610372537303,0.23027440883466302,25.04520760304786,0.4644089737152318,10.0
frost_cycle_000002,frost_development,median30s_ewma30s,online,78,available,0.45493208980676614,0.5450679101932339,0.34492576137596076,0.6550742386240392,0.20347825095325733,0.5267228520053416,0.371062451494138,22.847186243795413,0.3819181462230757,20.0
frost_cycle_000002,frost_development,savgol_70s,offline,78,available,0.7416529830322692,0.25834701696773077,0.5499140930814628,0.4500859069185372,0.09498581150795227,0.6003865926388016,0.038862890407212865,6.166987731931892,0.965142938300155,0.0
frost_cycle_000002,frost_development,adaptive_offline,offline,78,available,0.16060427740594468,0.8393957225940554,0.08522306251357878,0.9147769374864212,0.16315250790791058,0.5481337018118108,0.2119414669168894,75.11181057414062,0.19684784429718205,0.0
frost_cycle_000002,frost_development,wavelet_offline,offline,78,available,0.6234341175722067,0.3765658824277933,0.752674141594679,0.24732585840532095,0.08580670963157866,0.6042593186450668,0.004598452495523986,8.917204366645493,1.012172064362731,0.0
frost_cycle_000002,frost_development,wavelet_monotonic_offline,constrained,78,available,0.0,1.0,0.15683379902115757,0.8431662009788424,-0.06608450324895454,0.8524702344787121,0.012550463750422708,100.0,0.0,0.0
frost_cycle_000002,frost_development,nearly_isotonic_offline,constrained,78,available,1.6947348760613386e-07,0.9999998305265124,0.9859712053386951,0.01402879466130491,0.095279758942997,0.6047081708238496,0.0018412430454533084,7.185947492123905,0.7890924585825969,0.0
frost_cycle_000002,frost_development,robust_monotone_offline,constrained,78,available,0.0,1.0,0.12115686019866566,0.8788431398013343,0.026174324401305515,0.8647184311008131,1.3594330027778405,100.0,0.046687275009929516,-120.0
frost_cycle_000002,defrost_preparation,median_centered_60s,offline,1,insufficient_data,,,,,-0.6348190000000029,0.0,,,,
frost_cycle_000002,defrost_preparation,ewma_tau30s,online,1,insufficient_data,,,,,-0.6348190000000029,0.0,,,,
frost_cycle_000002,defrost_preparation,median30s_ewma30s,online,1,insufficient_data,,,,,-0.6348190000000029,0.0,,,,
frost_cycle_000002,defrost_preparation,savgol_70s,offline,1,insufficient_data,,,,,-0.6348190000000029,0.0,,,,
frost_cycle_000002,defrost_preparation,adaptive_offline,offline,1,insufficient_data,,,,,-0.6348190000000029,0.0,,,,
frost_cycle_000002,defrost_preparation,wavelet_offline,offline,1,insufficient_data,,,,,-0.6348190000000029,0.0,,,,
frost_cycle_000002,defrost_preparation,wavelet_monotonic_offline,constrained,1,insufficient_data,,,,,-0.6348190000000029,0.0,,,,
frost_cycle_000002,defrost_preparation,nearly_isotonic_offline,constrained,1,insufficient_data,,,,,-0.6348190000000029,0.0,,,,
frost_cycle_000002,defrost_preparation,robust_monotone_offline,constrained,1,insufficient_data,,,,,-0.6348190000000029,0.0,,,,
frost_cycle_000002,defrost,median_centered_60s,offline,0,insufficient_data,,,,,,,,,,
frost_cycle_000002,defrost,ewma_tau30s,online,0,insufficient_data,,,,,,,,,,
