representation,model,camera_group,training_protocol,modality,regret_threshold,sample_retained_fraction,eligible_image_coverage,metric,estimate,lower,upper,experiment_count,evaluable_experiment_count
dinov2,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,macro_f1,0.781112881175334,0.7455133052762267,0.8177751343785283,14,12
dinov2,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,auroc,0.9120837935642658,0.8886072239542996,0.9359203364230207,14,12
dinov2,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_misclassification_regret,0.00494102467723165,0.0030863397093840277,0.007178898881666514,14,12
dinov2,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_accuracy,0.8220043696869416,0.789881630994448,0.8531171921816906,14,12
dinov2,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,macro_f1,0.8176591022104575,0.7821956428504598,0.8513635408753948,14,12
dinov2,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,auroc,0.9388566543026596,0.9195996631295167,0.9563866276512086,14,12
dinov2,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_misclassification_regret,0.002257368748427973,0.0017312131031154117,0.0028111360141415734,14,12
dinov2,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_accuracy,0.819630563961767,0.7895194595428195,0.8516999426767233,14,12
dinov2,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,macro_f1,0.8175672530424117,0.7865355872921509,0.8511483592720712,14,12
dinov2,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,auroc,0.9240224798427997,0.9034106627457038,0.9446913840432235,14,12
dinov2,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_misclassification_regret,0.0030036199759619583,0.00197611296309733,0.004279498201769388,14,12
dinov2,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_accuracy,0.8171561516692695,0.7847357259760483,0.8494853096104797,14,12
dinov2,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,macro_f1,0.8141251181956514,0.7787689994204882,0.849006975685268,14,12
dinov2,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,auroc,0.9369288534466786,0.9180454777778558,0.9546030273533243,14,12
dinov2,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_misclassification_regret,0.002530330520570782,0.001776977793374718,0.0033683246372353008,14,12
