representation,model,camera_group,training_protocol,modality,regret_threshold,sample_retained_fraction,eligible_image_coverage,scope,balanced_accuracy,macro_f1,auroc,image_count,cycle_count,experiment_count
dinov2,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260729,0.8514668425150664,0.851244896864768,0.96101594568489,4811,6,1
dinov2,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260730,0.7838070525033944,0.7833769624372842,0.9048119611502153,3540,5,1
dinov2,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260731,0.6695147043333339,0.6663094623910236,0.8396699028062672,4488,6,1
dinov2,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260803,0.8198884051962411,0.8099129390884879,0.9247406206945747,4776,6,1
dinov2,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260804,0.7786828112968619,0.7677692989869644,0.905982290913908,5286,9,1
dinov2,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260805,0.777145241171404,0.7797673040371288,0.9175973667160212,5004,6,1
dinov2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,all_held_out_predictions,0.7569704025040619,0.7602395414186152,0.9013515070037387,44631,62,14
dinov2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260715,0.7350160580592761,0.7375375255793148,0.9151917219291997,1521,3,1
dinov2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260717,0.7233796296296297,0.7265130320281482,0.8483071385704489,1656,2,1
dinov2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260720,,,,48,1,1
dinov2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260721,0.8580917874396135,0.8583682225791497,0.9737292965761014,852,1,1
dinov2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260723,,,,1560,3,1
dinov2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260724,0.7593441358024692,0.7595538950657065,0.8837800111173552,2190,3,1
dinov2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260727,0.8082671957671957,0.8081036307406579,0.9391518836958652,4140,5,1
dinov2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260728,0.7918636568214534,0.7910791665056931,0.9410247047256316,4759,6,1
dinov2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260729,0.8223686842857888,0.8190553371835119,0.9507427120307296,4811,6,1
dinov2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260730,0.7557458233127559,0.758885378595358,0.880383004523411,3540,5,1
dinov2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260731,0.6187279106147594,0.6152742087893431,0.8247702412076127,4488,6,1
dinov2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260803,0.7731550580431178,0.7788964850466299,0.9164317585856558,4776,6,1
dinov2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260804,0.7057762904598445,0.7035262287829115,0.8774596534452468,5286,9,1
dinov2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260805,0.7732782443296009,0.7767116580091281,0.9211938074162852,5004,6,1
efficientnet,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,all_held_out_predictions,0.7543526049485414,0.7526522254983622,0.8904172441270277,44631,62,14
efficientnet,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260715,0.6785437863660918,0.6906655421018068,0.8454925340349124,1521,3,1
efficientnet,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260717,0.6692294973544973,0.6774961652224235,0.7497416118582206,1656,2,1
efficientnet,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260720,,,,48,1,1
efficientnet,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260721,0.8797302737520128,0.8787962998866873,0.9743606644582062,852,1,1
efficientnet,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260723,,,,1560,3,1
efficientnet,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260724,0.6465601851851852,0.6482087187535058,0.8231821596438577,2190,3,1
efficientnet,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260727,0.7468253968253968,0.7436575647940918,0.9067320142563199,4140,5,1
efficientnet,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260728,0.8199392271131938,0.8198434614711126,0.9433181459866171,4759,6,1
efficientnet,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260729,0.834837373494738,0.834308906793018,0.9561928281236387,4811,6,1
efficientnet,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260730,0.7028808222344661,0.6994700659504556,0.85568670282376,3540,5,1
efficientnet,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260731,0.6598783956971747,0.654961805917016,0.8230775393288777,4488,6,1
efficientnet,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260803,0.77752729408513,0.7669429139517897,0.9049875406287463,4776,6,1
efficientnet,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260804,0.7751341329321794,0.7594890518812214,0.9026099698768851,5286,9,1
efficientnet,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260805,0.7740049885156474,0.7748744445492665,0.9161922850948677,5004,6,1
efficientnet,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,all_held_out_predictions,0.8122986965835818,0.810238123993372,0.928165329249563,44631,62,14
efficientnet,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260715,0.8371149874350454,0.8436291398413007,0.9665315774997768,1521,3,1
efficientnet,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260717,0.8492063492063492,0.8494463604684719,0.9428778108465609,1656,2,1
efficientnet,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260720,,,,48,1,1
efficientnet,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260721,0.9163144122383254,0.9160489901597965,0.9894912992799304,852,1,1
efficientnet,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260723,,,,1560,3,1
efficientnet,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260724,0.7511080246913581,0.7106649238404215,0.9093690479146043,2190,3,1
efficientnet,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260727,0.8149470899470899,0.8143277463398658,0.9538527398099158,4140,5,1
efficientnet,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260728,0.8455086624439665,0.8460945345395813,0.958439315756816,4759,6,1
efficientnet,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260729,0.8561824082957679,0.8562997204345066,0.9636517271413015,4811,6,1
efficientnet,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260730,0.7963560314713772,0.7942143587506947,0.909592418753173,3540,5,1
efficientnet,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260731,0.7030315523822018,0.6970577645473832,0.8654041590469367,4488,6,1
efficientnet,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260803,0.8403059931822371,0.8277347159709901,0.938162678790675,4776,6,1
efficientnet,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260804,0.7901075450984351,0.7821838754213567,0.9016873468003442,5286,9,1
efficientnet,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260805,0.8343696167097331,0.8346081984267109,0.9456044659903133,5004,6,1
efficientnet,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,all_held_out_predictions,0.8005012425193866,0.7996044569685171,,44631,62,14
efficientnet,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260715,0.7280705112248503,0.7391379247053756,,1521,3,1
efficientnet,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260717,0.7394179894179893,0.7413527806288583,,1656,2,1
efficientnet,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260720,,,,48,1,1
efficientnet,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260721,0.9363929146537843,0.9361611310421174,,852,1,1
efficientnet,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260723,,,,1560,3,1
efficientnet,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260724,0.7171327160493828,0.6982276843906315,,2190,3,1
efficientnet,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260727,0.8076719576719578,0.807210830780587,,4140,5,1
efficientnet,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260728,0.8567886486273958,0.8573941430812878,,4759,6,1
efficientnet,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260729,0.885754372768239,0.8853771254680712,,4811,6,1
efficientnet,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260730,0.7695963841418839,0.768094006091129,,3540,5,1
efficientnet,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260731,0.7222946954026219,0.7169180030886998,,4488,6,1
efficientnet,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260803,0.827061451999263,0.8123817968894637,,4776,6,1
efficientnet,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260804,0.7944533234467452,0.7857476678224078,,5286,9,1
efficientnet,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260805,0.7947216838931955,0.7967404105769518,,5004,6,1
efficientnet,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,all_held_out_predictions,0.8113804879954231,0.8090912913908089,0.9300586866847906,44631,62,14
efficientnet,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260715,0.8508296846075482,0.8606713096070683,0.9640925496963652,1521,3,1
efficientnet,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260717,0.826223544973545,0.8270841872734459,0.9500329156868509,1656,2,1
efficientnet,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260720,,,,48,1,1
efficientnet,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260721,0.9262278582930757,0.9261782129278306,0.990560687692009,852,1,1
efficientnet,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260723,,,,1560,3,1
efficientnet,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260724,0.7369984567901234,0.7107501926367883,0.8850849899985165,2190,3,1
efficientnet,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260727,0.8083664021164022,0.8078462919107263,0.9497553216245346,4140,5,1
efficientnet,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260728,0.8498472944712218,0.8503566884645082,0.9619544654194826,4759,6,1
efficientnet,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260729,0.8731610049148637,0.8729664829731835,0.9691670951698147,4811,6,1
efficientnet,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260730,0.8006364088590402,0.7987810663514106,0.9133091778759868,3540,5,1
efficientnet,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260731,0.70872077064046,0.700375786524806,0.8708508471129592,4488,6,1
efficientnet,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260803,0.8302215772986917,0.8156113362642953,0.9328383534093411,4776,6,1
efficientnet,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260804,0.7941309454600404,0.783066530984465,0.9098628183172021,5286,9,1
efficientnet,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260805,0.8192470571346541,0.8204596074093384,0.9428321468184734,5004,6,1
efficientnet,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,all_held_out_predictions,0.77766076218963,0.7755676731109804,0.9074795440235809,44631,62,14
efficientnet,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260715,0.7462926034514129,0.7435866868457749,0.8996429151643978,1521,3,1
efficientnet,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260717,0.6652612433862434,0.6697924018676263,0.8078309672312854,1656,2,1
efficientnet,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260720,,,,48,1,1
efficientnet,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260721,0.9264794685990339,0.926584985678411,0.9855922094668289,852,1,1
efficientnet,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260723,,,,1560,3,1
efficientnet,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260724,0.6347777777777778,0.6266981596833991,0.7980750585309072,2190,3,1
efficientnet,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260727,0.7958994708994709,0.794660478638504,0.9321073510679992,4140,5,1
efficientnet,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260728,0.8451829523933113,0.8452207327606702,0.9510227249121602,4759,6,1
efficientnet,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260729,0.870851375463689,0.8704568810465351,0.9670253618448564,4811,6,1
efficientnet,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260730,0.7658358175824495,0.7633721732456934,0.9095366851589325,3540,5,1
efficientnet,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260731,0.7026475848986671,0.6932222906124553,0.8623059448757524,4488,6,1
efficientnet,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260803,0.7861445089367974,0.773759720513871,0.9096176909672793,4776,6,1
efficientnet,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260804,0.7672700305931266,0.7518806838355457,0.8975556362703335,5286,9,1
efficientnet,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260805,0.772874497559575,0.7759900699289025,0.9209813415668752,5004,6,1
efficientnet,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,all_held_out_predictions,0.7509052259521743,0.7520502412536799,0.8874114069791609,44631,62,14
efficientnet,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260715,0.6896359409517979,0.6974966087063756,0.7845664622967418,1521,3,1
efficientnet,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260717,0.687582671957672,0.6889899848306794,0.7470797470544288,1656,2,1
efficientnet,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260720,,,,48,1,1
efficientnet,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260721,0.8366042673107891,0.8352425621104832,0.9553864591541896,852,1,1
efficientnet,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260723,,,,1560,3,1
efficientnet,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260724,0.644712962962963,0.6550557941908891,0.8283625880146291,2190,3,1
efficientnet,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260727,0.7801256613756614,0.7793035903189849,0.9220098502106605,4140,5,1
efficientnet,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260728,0.8431825451946837,0.8440344102098551,0.9508197161370117,4759,6,1
efficientnet,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260729,0.8139233715570947,0.8135490322473945,0.9410275779306535,4811,6,1
efficientnet,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260730,0.7283266978953883,0.7280857665611536,0.8716048193433511,3540,5,1
efficientnet,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260731,0.6546551713367655,0.6538384343811,0.8237335869015152,4488,6,1
efficientnet,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260803,0.7782349824949327,0.773543473482404,0.9141840277093148,4776,6,1
efficientnet,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260804,0.7303819047232024,0.7234886272073281,0.8880454760695383,5286,9,1
efficientnet,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260805,0.7386726600631639,0.7417417324571013,0.8949262344764269,5004,6,1
mobilenet_v3_small,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,all_held_out_predictions,0.7634789334797315,0.762228738358463,0.8988000961827805,44631,62,14
mobilenet_v3_small,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260715,0.7532656439448494,0.7629248416240607,0.935729400926276,1521,3,1
mobilenet_v3_small,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260717,0.6891534391534391,0.6866610294907436,0.7943110976386439,1656,2,1
mobilenet_v3_small,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260720,,,,48,1,1
mobilenet_v3_small,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260721,0.8308675523349436,0.8291915228722067,0.9560790120601638,852,1,1
mobilenet_v3_small,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260723,,,,1560,3,1
mobilenet_v3_small,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260724,0.7167623456790123,0.714755874916786,0.8445599745025598,2190,3,1
mobilenet_v3_small,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260727,0.7871031746031746,0.786007401480678,0.9323452258475408,4140,5,1
mobilenet_v3_small,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260728,0.8143664741213548,0.8147071824374844,0.9440213188490999,4759,6,1
mobilenet_v3_small,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260729,0.8266306471740825,0.8264092790515134,0.9453328121641823,4811,6,1
mobilenet_v3_small,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260730,0.7488056255573711,0.7474343544918775,0.8979348916683145,3540,5,1
mobilenet_v3_small,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260731,0.6418107496104213,0.6400476915046398,0.8132414592797547,4488,6,1
mobilenet_v3_small,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260803,0.7883188225538972,0.7785694854499171,0.9166138285151337,4776,6,1
mobilenet_v3_small,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260804,0.7354719451051895,0.7229737994261364,0.8851709941791231,5286,9,1
mobilenet_v3_small,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260805,0.7866108598908986,0.7873444823035808,0.9186190895192093,5004,6,1
mobilenet_v3_small,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,all_held_out_predictions,0.8210704202430906,0.8194185939158235,0.9322182439586187,44631,62,14
mobilenet_v3_small,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260715,0.8718279173292464,0.8783653695289332,0.9774476689715059,1521,3,1
mobilenet_v3_small,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260717,0.8268849206349206,0.8270416898707701,0.9475849837105624,1656,2,1
mobilenet_v3_small,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260720,,,,48,1,1
mobilenet_v3_small,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260721,0.9289452495974236,0.9290958861396637,0.9910185827594477,852,1,1
mobilenet_v3_small,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260723,,,,1560,3,1
mobilenet_v3_small,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260724,0.7862916666666667,0.76573110764793,0.921460590909544,2190,3,1
mobilenet_v3_small,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260727,0.8088955026455027,0.8081538176644708,0.9553136757789535,4140,5,1
mobilenet_v3_small,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260728,0.8476063024541007,0.8480298543017571,0.9608881973841346,4759,6,1
mobilenet_v3_small,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260729,0.8721193367806412,0.8713322403107376,0.9694706592280936,4811,6,1
mobilenet_v3_small,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260730,0.8154572768967626,0.8159530684311324,0.9126387081458858,3540,5,1
mobilenet_v3_small,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260731,0.7021523138033064,0.693182723483455,0.8720363413293849,4488,6,1
mobilenet_v3_small,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260803,0.8349755850377741,0.819791549099398,0.9404026828987204,4776,6,1
mobilenet_v3_small,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260804,0.8035966392033034,0.7927539656620528,0.9083508040507304,5286,9,1
mobilenet_v3_small,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260805,0.8569031725523973,0.8569211208459669,0.9536086204081871,5004,6,1
mobilenet_v3_small,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,all_held_out_predictions,0.8195618056268912,0.8186569666924087,,44631,62,14
mobilenet_v3_small,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260715,0.8838320718326124,0.8910842797190507,,1521,3,1
mobilenet_v3_small,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260717,0.7572751322751322,0.7594564832190929,,1656,2,1
mobilenet_v3_small,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260720,,,,48,1,1
mobilenet_v3_small,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260721,0.9079609500805154,0.9077151834810908,,852,1,1
mobilenet_v3_small,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260723,,,,1560,3,1
mobilenet_v3_small,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260724,0.7624089506172839,0.7578727647698441,,2190,3,1
mobilenet_v3_small,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260727,0.8150462962962962,0.8147314694492996,,4140,5,1
mobilenet_v3_small,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260728,0.8609498712019167,0.861073804442786,,4759,6,1
mobilenet_v3_small,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260729,0.8860005073046707,0.8855059900834812,,4811,6,1
mobilenet_v3_small,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260730,0.8205050271584815,0.8199908665352883,,3540,5,1
mobilenet_v3_small,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260731,0.7245571998893391,0.7164273119275361,,4488,6,1
mobilenet_v3_small,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260803,0.8394894739266628,0.8286374198117964,,4776,6,1
mobilenet_v3_small,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260804,0.7934247694289178,0.782133277154505,,5286,9,1
mobilenet_v3_small,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260805,0.8253570915877116,0.8268093329318283,,5004,6,1
mobilenet_v3_small,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,all_held_out_predictions,0.8208519670278899,0.8191404137694945,0.9337030218012962,44631,62,14
mobilenet_v3_small,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260715,0.8471967289031461,0.8571046685313273,0.9728406872837495,1521,3,1
mobilenet_v3_small,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260717,0.845734126984127,0.8460655530398281,0.956155960648148,1656,2,1
mobilenet_v3_small,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260720,,,,48,1,1
mobilenet_v3_small,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260721,0.9089170692431563,0.9085092384417899,0.9821530222502027,852,1,1
mobilenet_v3_small,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260723,,,,1560,3,1
mobilenet_v3_small,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260724,0.7875941358024692,0.7786334795441062,0.9179725310009125,2190,3,1
mobilenet_v3_small,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260727,0.8150793650793652,0.8143215280125012,0.9468398184891241,4140,5,1
mobilenet_v3_small,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260728,0.8618984192878045,0.8620647506716143,0.965397034792285,4759,6,1
mobilenet_v3_small,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260729,0.8673064104165621,0.8667826959913429,0.9723363972195359,4811,6,1
mobilenet_v3_small,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260730,0.8105547001484333,0.8097434922639337,0.9194251159990969,3540,5,1
mobilenet_v3_small,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260731,0.7155845089267988,0.7054229345920278,0.8683306496852533,4488,6,1
mobilenet_v3_small,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260803,0.8295588032061914,0.8159632404851876,0.9347479654250433,4776,6,1
mobilenet_v3_small,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260804,0.793039069403861,0.7811904624093651,0.9118276759273632,5286,9,1
mobilenet_v3_small,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260805,0.8470248349124319,0.8477719009725114,0.9551930300106711,5004,6,1
mobilenet_v3_small,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,all_held_out_predictions,0.7915387807887561,0.7897182408728761,0.9161914435309586,44631,62,14
mobilenet_v3_small,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260715,0.7847479279121901,0.7966652907187418,0.923362276887273,1521,3,1
mobilenet_v3_small,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260717,0.7380125661375662,0.7271802226358847,0.8921854332010581,1656,2,1
mobilenet_v3_small,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,exp_20260720,,,,48,1,1
