experiment_id,evaluable,recall_before,recall_within,recall_after,balanced_accuracy,macro_f1,auroc,balanced_misclassification_regret,image_count,cycle_count,representation,model,camera_group,modality,regret_threshold
exp_20260720,False,,,,,,,,48,1,handcrafted,hist_gradient_boosting,all,rgb,0.01
exp_20260721,True,0.8958333333333334,0.8260869565217391,0.9826388888888888,0.9015197262479872,0.901814701953174,0.9833909538778679,0.0016310755734115624,852,1,handcrafted,hist_gradient_boosting,all,rgb,0.01
exp_20260723,False,,,,,,,,1560,3,handcrafted,hist_gradient_boosting,all,rgb,0.01
exp_20260724,True,0.90625,0.6284722222222222,0.6893333333333334,0.7413518518518519,0.7332766968145433,0.8749171835550574,0.0031745943605292182,2190,3,handcrafted,hist_gradient_boosting,all,rgb,0.01
exp_20260727,True,0.8159722222222222,0.6222222222222222,0.9895833333333334,0.8092592592592593,0.8085683350728083,0.9423275401724475,0.0018893310891921783,4140,5,handcrafted,hist_gradient_boosting,all,rgb,0.01
exp_20260728,True,0.967020023557126,0.7673469387755102,0.7806411062225016,0.8383360228517126,0.8384381619841573,0.9578882573103072,0.0018311960861743448,4759,6,handcrafted,hist_gradient_boosting,all,rgb,0.01
exp_20260729,True,0.9233576642335767,0.8347222222222223,0.8257093225246092,0.861263069660136,0.8600134471356324,0.9659990895080144,0.0019084867075753523,4811,6,handcrafted,hist_gradient_boosting,all,rgb,0.01
exp_20260730,True,0.8094059405940595,0.7416225749559083,0.931323283082077,0.8274505995440148,0.8274435049147834,0.9210024471489131,0.0018125143490493065,3540,5,handcrafted,hist_gradient_boosting,all,rgb,0.01
exp_20260731,True,0.8863346104725415,0.5709366391184573,0.7870748299319728,0.7481153598409905,0.7446592624475722,0.8959503850370264,0.0034174368309309176,4488,6,handcrafted,hist_gradient_boosting,all,rgb,0.01
exp_20260803,True,0.9458955223880597,0.5850694444444444,0.9659722222222222,0.8323123963515755,0.8162082730317769,0.9412184495215854,0.0014326564011589368,4776,6,handcrafted,hist_gradient_boosting,all,rgb,0.01
