model,split,accuracy,balanced_accuracy,macro_f1,macro_auroc,image_count,cycle_count
color_rbf_svm,validation,0.75,0.8125,0.7482517482517483,0.7222222222222223,36,2
color_rbf_svm,test,0.8666666666666667,0.8888888888888888,0.8660714285714286,0.8501157407407407,120,6
