model,split,accuracy,balanced_accuracy,macro_f1,macro_auroc,image_count,cycle_count
color_rbf_svm,validation,0.75,0.8125,0.7482517482517483,0.8125000000000001,36,2
color_rbf_svm,test,0.7583333333333333,0.75,0.7491168625189244,0.877025462962963,120,6
