model,split,accuracy,balanced_accuracy,macro_f1,macro_auroc,image_count,cycle_count
color_rbf_svm,validation,0.6388888888888888,0.625,0.6148148148148148,0.7395833333333334,36,2
color_rbf_svm,test,0.8333333333333334,0.8506944444444444,0.8321678321678322,0.9140625,120,6
