model,split,true_state,predicted_state,count
color_rbf_svm,validation,pre_optimal,pre_optimal,30
color_rbf_svm,validation,pre_optimal,post_optimal,18
color_rbf_svm,validation,post_optimal,pre_optimal,0
color_rbf_svm,validation,post_optimal,post_optimal,24
color_rbf_svm,test,pre_optimal,pre_optimal,110
color_rbf_svm,test,pre_optimal,post_optimal,34
color_rbf_svm,test,post_optimal,pre_optimal,0
color_rbf_svm,test,post_optimal,post_optimal,96
