representation,condition,experiment_id,cycle_name,camera_role,cosine_similarity
efficientnet,dark_60pct,exp_20260731,frost_cycle_000076,left,0.9193286951622287
efficientnet,dark_60pct,exp_20260731,frost_cycle_000076,left_close,0.9411969173264111
efficientnet,dark_60pct,exp_20260731,frost_cycle_000076,left_close,0.8940694807340999
efficientnet,dark_60pct,exp_20260731,frost_cycle_000076,left_close,0.8332419626211218
efficientnet,dark_60pct,exp_20260731,frost_cycle_000076,top,0.9709240440846623
efficientnet,dark_60pct,exp_20260731,frost_cycle_000076,top,0.9552805785608305
efficientnet,dark_60pct,exp_20260731,frost_cycle_000076,top,0.9461076000464488
efficientnet,dark_60pct,exp_20260731,frost_cycle_000076,top_close,0.9371414631503054
efficientnet,dark_60pct,exp_20260731,frost_cycle_000076,top_close,0.9006155575937165
efficientnet,dark_60pct,exp_20260731,frost_cycle_000076,top_close,0.7896874266748957
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,extreme,0.9662132494029037
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,extreme,0.967415638618555
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,extreme,0.9693075867426483
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,front,0.972436871739381
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,front,0.983215981336589
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,front,0.9849985352282761
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,left,0.9727521387456878
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,left,0.9833894217067564
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,left,0.9888627058929977
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,left_close,0.9878126335372068
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,left_close,0.9823216441084837
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,left_close,0.9835842291616977
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,top,0.9768191765233306
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,top,0.9780629014872096
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,top,0.9785076174913648
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,top_close,0.9825369076692501
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,top_close,0.9700926896353674
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,top_close,0.9766849508007897
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,extreme,0.9788530647948779
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,extreme,0.9731353797674188
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,extreme,0.9698222358731714
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,front,0.9581933901163635
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,front,0.9744015355443725
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,front,0.9800944887578019
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,left,0.9904086406024311
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,left,0.9897993854645242
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,left,0.9835708398030246
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,left_close,0.9753486279997993
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,left_close,0.9817589213668168
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,left_close,0.9882030816296606
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,top,0.9692620712221837
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,top,0.9878921083706436
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,top,0.9812689782237813
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,top_close,0.9758451161325077
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,top_close,0.9835816205376356
dinov2,gamma_1p8,exp_20260729,frost_cycle_000060,top_close,0.9817227040239999
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,extreme,0.9689653193731254
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,extreme,0.9730408979819407
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,extreme,0.9733743905999585
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,front,0.9708540567404849
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,front,0.9842496016339983
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,front,0.9875243267043704
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,left,0.989207516782732
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,left,0.984090483249252
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,left,0.9845807174761098
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,left_close,0.9855415561534995
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,left_close,0.9837044206132677
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,left_close,0.9820980122659994
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,top,0.9843730509024969
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,top,0.9744705461962704
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,top,0.9811768509801204
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,top_close,0.9802798189943834
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,top_close,0.9798241874279386
dinov2,gamma_1p8,exp_20260729,frost_cycle_000061,top_close,0.9795103321768961
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,extreme,0.9718439892487601
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,extreme,0.9765911581175116
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,extreme,0.9751146819128527
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,front,0.979237469551239
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,front,0.9816875973351499
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,front,0.9885021394340516
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,left,0.9836939302589873
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,left,0.9765656395820957
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,left,0.9749722854906175
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,left_close,0.9901411374451087
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,left_close,0.9636021693919574
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,left_close,0.9717692704596362
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,top,0.9738661019476117
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,top,0.9761288152655435
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,top,0.97173731358446
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,top_close,0.9881832418518286
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,top_close,0.9657803155725242
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,top_close,0.981448454794518
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,extreme,0.9794076553494251
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,extreme,0.9710252544003879
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,extreme,0.9758600798502756
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,front,0.9538769864290998
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,front,0.9645569250132889
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,front,0.9647297619784874
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,left,0.9870067129491733
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,left,0.9837687194238908
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,left,0.9811089108354468
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,left_close,0.9891310054126142
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,left_close,0.987388590888923
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,left_close,0.9882739850258928
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,top,0.976574631105229
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,top,0.9828366936582558
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,top,0.9665447791638645
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,top_close,0.9567406821261432
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,top_close,0.9734460735624377
dinov2,gamma_1p8,exp_20260730,frost_cycle_000063,top_close,0.9824586130222371
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,extreme,0.9722478227791086
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,extreme,0.972471711868207
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,extreme,0.9727854850066036
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,front,0.9756506395421681
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,front,0.9847116675496512
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,front,0.9835218459204998
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,left,0.9795002615405466
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,left,0.9743852812129726
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,left,0.9790441217830095
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,left_close,0.9876613229078892
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,left_close,0.9799791661573862
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,left_close,0.9797662782730875
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,top,0.9788957020073045
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,top,0.9839462324894152
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,top,0.963975935254244
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,top_close,0.9880573682626573
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,top_close,0.9781985497357921
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,top_close,0.976329476054849
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,extreme,0.9781549787331888
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,extreme,0.9717827947547758
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,extreme,0.9744067190854716
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,front,0.9693462450173979
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,front,0.963191229949555
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,front,0.9565900039872111
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,left,0.9791364253358725
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,left,0.9820938121448227
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,left,0.9761847612989835
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,left_close,0.9731152978618973
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,left_close,0.9763981924125124
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,left_close,0.9850120728898833
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,top,0.9748255595517088
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,top,0.9853723073827545
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,top,0.9876225768697502
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,top_close,0.9865922765073104
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,top_close,0.9871129357976259
dinov2,gamma_1p8,exp_20260730,frost_cycle_000064,top_close,0.9865686164085409
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,extreme,0.9732851566206123
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,extreme,0.9685204597703404
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,extreme,0.9715862062704181
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,front,0.9742462332162432
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,front,0.9726165066398252
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,front,0.9843311104692295
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,left,0.9772671154021496
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,left,0.9790929494608698
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,left,0.9752702873009109
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,left_close,0.9895089439302417
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,left_close,0.9890963664752958
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,left_close,0.9828775826915896
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,top,0.9791817093595211
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,top,0.9772672923786149
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,top,0.9513091995045819
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,top_close,0.9808174748172503
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,top_close,0.9804133562609137
dinov2,gamma_1p8,exp_20260730,frost_cycle_000065,top_close,0.9793671058300641
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,extreme,0.9698964883214266
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,extreme,0.9748945118887521
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,extreme,0.9682828635907665
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,front,0.9754730755002741
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,front,0.9833218133545644
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,front,0.9834684425051208
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,left,0.9801999639190556
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,left,0.9845395514229236
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,left,0.979082383558542
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,left_close,0.9916409555504121
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,left_close,0.9804133560741837
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,left_close,0.977397075993094
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,top,0.9784254072135644
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,top,0.9672768877808501
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,top,0.9613856468920591
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,top_close,0.9815672385730922
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,top_close,0.9736654990457768
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,top_close,0.9737040926663681
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,extreme,0.97704967040869
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,extreme,0.9793174678093973
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,extreme,0.9770663524882889
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,front,0.9687966597543567
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,front,0.9742734294631805
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,front,0.9713034024916976
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,left,0.982881240343119
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,left,0.9793856855524503
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,left,0.9752893707161305
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,left_close,0.9894679399265095
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,left_close,0.9873369922841065
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,left_close,0.9882364832951767
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,top,0.9794076911426945
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,top,0.9856092488017048
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,top,0.9883054421887181
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,top_close,0.9735172797081482
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,top_close,0.964933302511837
dinov2,gamma_1p8,exp_20260730,frost_cycle_000066,top_close,0.9786613109033137
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,extreme,0.9713241736836109
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,extreme,0.9729145129122113
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,extreme,0.9687269233950351
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,front,0.9747760138388882
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,front,0.9815754019586875
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,front,0.9872014200397466
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,left,0.9839604366515282
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,left,0.9787843865842635
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,left,0.9742872123178219
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,left_close,0.9902446318813147
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,left_close,0.9829915973526063
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,left_close,0.9734844404756113
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,top,0.9721252242999397
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,top,0.9662783352551992
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,top,0.9767349321271915
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,top_close,0.9852935984372023
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,top_close,0.9752528254494426
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,top_close,0.9709308909992929
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,extreme,0.9773911414971315
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,extreme,0.9725290777423002
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,extreme,0.9765300497172031
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,front,0.9675068843258436
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,front,0.9663846771673821
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,front,0.9683775924264502
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,left,0.9766198411538963
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,left,0.9718762318435948
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,left,0.9796931569952538
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,left_close,0.9884327627557451
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,left_close,0.9868367503483778
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,left_close,0.9880892921609236
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,top,0.979058592755757
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,top,0.983658930463717
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,top,0.9843195935935847
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,top_close,0.974168658633472
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,top_close,0.9788419578883153
dinov2,gamma_1p8,exp_20260730,frost_cycle_000067,top_close,0.9811962027977807
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,extreme,0.9718514758515798
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,extreme,0.9741489313327436
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,extreme,0.9710801342830492
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,front,0.9685487948835261
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,front,0.9768115823618331
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,front,0.98797607880404
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,left,0.9803577175654893
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,left,0.9822292528228778
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,left,0.9714321023677305
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,left_close,0.9882850985404426
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,left_close,0.9874085367519686
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,left_close,0.9792563944148807
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,top,0.9759523863402618
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,top,0.973298310319214
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,top,0.9601861622679541
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,top_close,0.9821142902008729
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,top_close,0.9783931441358392
dinov2,gamma_1p8,exp_20260730,frost_cycle_000068,top_close,0.9785297742973421
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,extreme,0.9754444660181018
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,extreme,0.9782863197934417
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,extreme,0.9778879777478806
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,front,0.9648662732480912
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,front,0.9708441937545894
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,front,0.9776376292517167
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,left,0.9855992521183009
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,left,0.9836037044508306
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,left,0.983224631722046
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,left_close,0.981714624236303
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,left_close,0.9847528654363885
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,left_close,0.9837977956953521
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,top,0.9705991790825661
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,top,0.9812665213717605
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,top,0.9805708732997184
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,top_close,0.98595569712575
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,top_close,0.9855515652166953
dinov2,gamma_1p8,exp_20260731,frost_cycle_000070,top_close,0.9830719288598673
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,extreme,0.9779853087771669
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,extreme,0.9782829428487934
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,extreme,0.9731138090916421
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,front,0.9706246427037019
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,front,0.9641112412743335
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,front,0.9694296653062149
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,left,0.9744936825626077
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,left,0.9711751779882238
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,left,0.9801099887479967
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,left_close,0.9844488152555401
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,left_close,0.986014581460919
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,left_close,0.9899729768852258
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,top,0.9820691700673227
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,top,0.9807282447376648
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,top,0.9807511174717273
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,top_close,0.983535962343895
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,top_close,0.9825305564168506
dinov2,gamma_1p8,exp_20260731,frost_cycle_000071,top_close,0.9808022626751999
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,extreme,0.9731683613487058
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,extreme,0.9741983887657515
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,extreme,0.977709197424017
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,front,0.9491046883359344
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,front,0.9817736087551787
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,front,0.9822316846371891
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,left,0.97257381580218
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,left,0.9778289606188619
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,left,0.9787671018831603
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,left_close,0.9898830455855754
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,left_close,0.9794714848061452
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,left_close,0.9855546733904662
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,top,0.9658367511297371
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,top,0.9748406489527567
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,top,0.9764024686268965
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,top_close,0.9809810154166206
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,top_close,0.9803569791194044
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,top_close,0.9728766955863133
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,extreme,0.9798738287309148
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,extreme,0.9802955325440641
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,extreme,0.9782968407414041
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,front,0.9634562395005143
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,front,0.9521161044425239
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,front,0.9430597871086954
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,left,0.966481408551668
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,left,0.9796405917927473
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,left,0.9729569384731551
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,left_close,0.9870775539010903
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,left_close,0.9869182852795435
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,left_close,0.9869506766148826
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,top,0.986584227540031
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,top,0.9891405516618945
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,top,0.9842752898433083
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,top_close,0.9840732050971346
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,top_close,0.9766264626846259
dinov2,gamma_1p8,exp_20260731,frost_cycle_000072,top_close,0.9599487394343656
dinov2,gamma_1p8,exp_20260731,frost_cycle_000073,extreme,0.9755224473105762
dinov2,gamma_1p8,exp_20260731,frost_cycle_000073,extreme,0.9724786612474385
dinov2,gamma_1p8,exp_20260731,frost_cycle_000073,extreme,0.982565582425129
dinov2,gamma_1p8,exp_20260731,frost_cycle_000073,front,0.9603360222875533
dinov2,gamma_1p8,exp_20260731,frost_cycle_000073,front,0.9806448913119579
dinov2,gamma_1p8,exp_20260731,frost_cycle_000073,front,0.9839749992389725
dinov2,gamma_1p8,exp_20260731,frost_cycle_000073,left,0.9768123267913595
dinov2,gamma_1p8,exp_20260731,frost_cycle_000073,left,0.9855737433907991
dinov2,gamma_1p8,exp_20260731,frost_cycle_000073,left,0.9800077642208286
dinov2,gamma_1p8,exp_20260731,frost_cycle_000073,left_close,0.9875889842127943
dinov2,gamma_1p8,exp_20260731,frost_cycle_000073,left_close,0.9795220745732145
dinov2,gamma_1p8,exp_20260731,frost_cycle_000073,left_close,0.9803619648235193
dinov2,gamma_1p8,exp_20260731,frost_cycle_000073,top,0.9811439948945533
dinov2,gamma_1p8,exp_20260731,frost_cycle_000073,top,0.9746548026782181
dinov2,gamma_1p8,exp_20260731,frost_cycle_000073,top,0.9827380875589413
dinov2,gamma_1p8,exp_20260731,frost_cycle_000073,top_close,0.9846813807012144
dinov2,gamma_1p8,exp_20260731,frost_cycle_000073,top_close,0.958188836622633
