camera_group,modality,regret_threshold,sample_retained_fraction,eligible_image_coverage,metric,estimate,lower,upper,experiment_count,evaluable_experiment_count
left,rgb_time,0.02,0.6632882882882883,0.4853521712029919,balanced_misclassification_regret,0.0007512030520378999,0.0,0.0015913809334037027,11,11
left,rgb,0.05,0.23648648648648649,0.19727820486183253,balanced_accuracy,0.9285714285714286,0.8571428571428571,1.0,11,7
left,rgb,0.05,0.23648648648648649,0.19727820486183253,macro_f1,0.9264069264069265,0.8311688311688311,1.0,11,7
left,rgb,0.05,0.23648648648648649,0.19727820486183253,auroc,1.0,1.0,1.0,11,7
left,rgb,0.05,0.23648648648648649,0.19727820486183253,balanced_misclassification_regret,0.004018486033671545,0.0,0.008513355282842019,11,7
left,time,0.05,0.23648648648648649,0.19727820486183253,balanced_accuracy,0.9264069264069263,0.7835497835497834,1.0,11,7
left,time,0.05,0.23648648648648649,0.19727820486183253,macro_f1,0.9052503052503054,0.7338217338217339,1.0,11,7
left,time,0.05,0.23648648648648649,0.19727820486183253,auroc,1.0,1.0,1.0,11,7
left,time,0.05,0.23648648648648649,0.19727820486183253,balanced_misclassification_regret,0.003782972456032576,0.0,0.011118371084155957,11,7
left,rgb_time,0.05,0.23648648648648649,0.19727820486183253,balanced_accuracy,0.9285714285714286,0.8571428571428571,1.0,11,7
left,rgb_time,0.05,0.23648648648648649,0.19727820486183253,macro_f1,0.9264069264069265,0.8311688311688311,1.0,11,7
left,rgb_time,0.05,0.23648648648648649,0.19727820486183253,auroc,1.0,1.0,1.0,11,7
left,rgb_time,0.05,0.23648648648648649,0.19727820486183253,balanced_misclassification_regret,0.004018486033671545,0.0,0.008513355282842019,11,7
left,rgb,0.1,0.10022522522522523,0.08445875753168502,balanced_accuracy,1.0,1.0,1.0,9,2
left,rgb,0.1,0.10022522522522523,0.08445875753168502,macro_f1,1.0,1.0,1.0,9,2
left,rgb,0.1,0.10022522522522523,0.08445875753168502,auroc,1.0,1.0,1.0,9,2
left,rgb,0.1,0.10022522522522523,0.08445875753168502,balanced_misclassification_regret,0.0,0.0,0.0,9,2
left,time,0.1,0.10022522522522523,0.08445875753168502,balanced_accuracy,0.9375,0.875,1.0,9,2
left,time,0.1,0.10022522522522523,0.08445875753168502,macro_f1,0.9523809523809523,0.9047619047619047,1.0,9,2
left,time,0.1,0.10022522522522523,0.08445875753168502,auroc,1.0,1.0,1.0,9,2
left,time,0.1,0.10022522522522523,0.08445875753168502,balanced_misclassification_regret,0.006683706362687594,0.0,0.013367412725375187,9,2
