clean_cop,lambda_q,valid_ticket_count,mean_ticket_cost_kwh_equivalent,median_ticket_cost_kwh_equivalent,mean_ticket_electricity_kwh,median_ticket_electricity_kwh,mean_defrost_electricity_kwh,mean_recovery_electricity_kwh,fixed_recovery_plugin_electricity_kwh,dynamic_ticket_protocol,mean_ticket_duration_minutes,median_ticket_duration_minutes
2.3446600963714825,0.4265010529874102,68,1.0854886003313442,1.0396080301138955,0.35039243872549014,0.3001232638888889,0.07049054125816995,0.2799018974673202,0.279901897467,experiment_LOEO_quadratic_Ridge_Pe_plus_full_data_fixed_recovery,14.080637254901962,13.466666666666667
