experiment_id,strategy,outcome,protocol,mae,event_count,mse,rmse,event_weighted_mae,macro_mae,improvement_vs_fixed_pct,improved_experiment_fraction,recommend_for_primary_cost
exp_20260728,mean,thermal_shortfall,leave_one_experiment_out,0.141267819515839,6,,,,,,,
exp_20260728,time,cost,leave_one_experiment_out,0.1867923174799805,6,,,,,,,
exp_20260728,time,duration,leave_one_experiment_out,2.843908427641942,6,,,,,,,
exp_20260728,time,electricity,leave_one_experiment_out,0.134748118917156,6,,,,,,,
exp_20260728,time,thermal_shortfall,leave_one_experiment_out,0.1382930450036687,6,,,,,,,
exp_20260728,state,cost,leave_one_experiment_out,0.2061869718075514,6,,,,,,,
exp_20260728,state,duration,leave_one_experiment_out,3.060247873997214,6,,,,,,,
exp_20260728,state,electricity,leave_one_experiment_out,0.1444877338379075,6,,,,,,,
exp_20260728,state,thermal_shortfall,leave_one_experiment_out,0.1446637412439524,6,,,,,,,
exp_20260728,dynamic,cost,leave_one_experiment_out,0.2280410401287641,6,,,,,,,
exp_20260728,dynamic,duration,leave_one_experiment_out,3.5082796794509026,6,,,,,,,
exp_20260728,dynamic,electricity,leave_one_experiment_out,0.1692472002764774,6,,,,,,,
exp_20260728,dynamic,thermal_shortfall,leave_one_experiment_out,0.1507534247022181,6,,,,,,,
exp_20260728,nonlinear,cost,leave_one_experiment_out,0.2634895029493353,6,,,,,,,
exp_20260728,nonlinear,duration,leave_one_experiment_out,3.928126241974436,6,,,,,,,
exp_20260728,nonlinear,electricity,leave_one_experiment_out,0.1807642839447218,6,,,,,,,
exp_20260728,nonlinear,thermal_shortfall,leave_one_experiment_out,0.2106339856112353,6,,,,,,,
exp_20260728,component,cost,leave_one_experiment_out,0.2280410401287642,6,,,,,,,
exp_20260728,partial_pool,cost,leave_one_event_out_within_experiment,0.1931995695009302,6,,,,,,,
exp_20260728,partial_pool,duration,leave_one_event_out_within_experiment,2.89162520729685,6,,,,,,,
exp_20260729,mean,cost,leave_one_experiment_out,0.1830915143242605,6,,,,,,,
exp_20260729,mean,duration,leave_one_experiment_out,2.8097670250896054,6,,,,,,,
exp_20260729,mean,electricity,leave_one_experiment_out,0.1351670459976105,6,,,,,,,
exp_20260729,mean,thermal_shortfall,leave_one_experiment_out,0.1176631646410324,6,,,,,,,
exp_20260729,time,cost,leave_one_experiment_out,0.182956887757272,6,,,,,,,
exp_20260729,time,duration,leave_one_experiment_out,2.8124483191498264,6,,,,,,,
exp_20260729,time,electricity,leave_one_experiment_out,0.1356220856169852,6,,,,,,,
exp_20260729,time,thermal_shortfall,leave_one_experiment_out,0.115053040915532,6,,,,,,,
exp_20260729,state,cost,leave_one_experiment_out,0.1523458173101433,6,,,,,,,
exp_20260729,state,duration,leave_one_experiment_out,2.4024386781220763,6,,,,,,,
exp_20260729,state,electricity,leave_one_experiment_out,0.1193399676508055,6,,,,,,,
exp_20260729,state,thermal_shortfall,leave_one_experiment_out,0.1063740621719817,6,,,,,,,
exp_20260729,dynamic,cost,leave_one_experiment_out,0.1994971231974288,6,,,,,,,
exp_20260729,dynamic,duration,leave_one_experiment_out,3.010419009905722,6,,,,,,,
exp_20260729,dynamic,electricity,leave_one_experiment_out,0.1406700825027838,6,,,,,,,
exp_20260729,dynamic,thermal_shortfall,leave_one_experiment_out,0.158553023660274,6,,,,,,,
exp_20260729,nonlinear,cost,leave_one_experiment_out,0.2484324879692519,6,,,,,,,
exp_20260729,nonlinear,duration,leave_one_experiment_out,3.3729819055045653,6,,,,,,,
exp_20260729,nonlinear,electricity,leave_one_experiment_out,0.1706504013117135,6,,,,,,,
exp_20260729,nonlinear,thermal_shortfall,leave_one_experiment_out,0.1630327071027091,6,,,,,,,
exp_20260729,component,cost,leave_one_experiment_out,0.1994971231974287,6,,,,,,,
exp_20260729,partial_pool,cost,leave_one_event_out_within_experiment,0.1919682735206805,6,,,,,,,
exp_20260729,partial_pool,duration,leave_one_event_out_within_experiment,2.871890547263682,6,,,,,,,
exp_20260730,mean,cost,leave_one_experiment_out,0.3403351557077523,6,,,,,,,
exp_20260730,mean,duration,leave_one_experiment_out,4.564068100358422,6,,,,,,,
exp_20260730,mean,electricity,leave_one_experiment_out,0.2169317405913979,6,,,,,,,
exp_20260730,mean,thermal_shortfall,leave_one_experiment_out,0.2893390631792819,6,,,,,,,
exp_20260730,time,cost,leave_one_experiment_out,0.3414698149892174,6,,,,,,,
exp_20260730,time,duration,leave_one_experiment_out,4.55221628966589,6,,,,,,,
exp_20260730,time,electricity,leave_one_experiment_out,0.2143639993567326,6,,,,,,,
exp_20260730,time,thermal_shortfall,leave_one_experiment_out,0.2980199339302378,6,,,,,,,
exp_20260730,state,cost,leave_one_experiment_out,0.2674773628715463,6,,,,,,,
exp_20260730,state,duration,leave_one_experiment_out,3.659272052307833,6,,,,,,,
exp_20260730,state,electricity,leave_one_experiment_out,0.1858496764754882,6,,,,,,,
exp_20260730,state,thermal_shortfall,leave_one_experiment_out,0.2054421264859083,6,,,,,,,
exp_20260730,dynamic,cost,leave_one_experiment_out,0.3343136198204661,6,,,,,,,
exp_20260730,dynamic,duration,leave_one_experiment_out,4.583802390901269,6,,,,,,,
exp_20260730,dynamic,electricity,leave_one_experiment_out,0.2183313595733149,6,,,,,,,
exp_20260730,dynamic,thermal_shortfall,leave_one_experiment_out,0.2719389774884682,6,,,,,,,
exp_20260730,nonlinear,cost,leave_one_experiment_out,0.2929263437034693,6,,,,,,,
exp_20260730,nonlinear,duration,leave_one_experiment_out,3.757117475885523,6,,,,,,,
exp_20260730,nonlinear,electricity,leave_one_experiment_out,0.2165949211948113,6,,,,,,,
exp_20260730,nonlinear,thermal_shortfall,leave_one_experiment_out,0.1839446670885825,6,,,,,,,
exp_20260730,component,cost,leave_one_experiment_out,0.3343136198204661,6,,,,,,,
exp_20260730,partial_pool,cost,leave_one_event_out_within_experiment,0.337675574797559,6,,,,,,,
